from_totally_fake_account,month,total_monthly_spent
10410,3,2666.38
10410,4,2989.2400000000002
10410,5,2778.6
10410,6,2477.07
10410,7,2690.11
10410,8,2568.7
10410,9,2582.8599999999997
10410,10,2956.88
10410,11,2778.3399999999997
10410,12,3051.4300000000003
10432,1,1931.58
10432,2,1569.85
10432,3,1552.85
10432,4,2209.9
10432,5,1984.83
10432,6,1666.81
10432,7,1932.34
10432,8,1617.02
10432,9,1707.35
10432,10,1376.96
10432,11,1750.65
10432,12,1614.58
10442,1,1464.28
10442,2,1425.66
10442,3,1510.78
10442,4,1402.14
10442,5,1242.91
10442,6,1198.29
10442,7,1417.24
10442,8,1502.36
10442,9,1384.33
10442,10,1448.0
10442,11,1309.79
10442,12,1414.5
10451,1,2734.16
10451,2,2444.98
10451,3,2802.24
10451,4,2349.0
10451,5,2514.19
10451,6,2438.76
10451,7,2653.33
10451,8,2839.01
10451,9,2390.48
10451,10,2700.2200000000003
10451,11,2341.43
10451,12,2939.88
10454,1,2058.66
10454,2,2149.33
10454,3,2643.05
10454,4,2201.89
10454,5,2576.5
10454,6,2269.38
10454,7,2631.45
10454,8,2327.71
10454,9,1823.46
10454,10,2808.5699999999997
10454,11,2069.71
10454,12,1906.69
10464,1,940.57
10464,2,1111.22
10464,3,1279.25
10464,4,1154.37
10464,5,1200.95
10464,6,1541.42
10464,7,1241.34
10464,8,1543.49
10464,9,1112.55
10464,10,1655.4099999999999
10464,11,1587.19
10464,12,1551.1
10479,1,1665.33
10479,2,2264.1
10479,3,1859.68
10479,4,1962.43
10479,5,1732.29
10479,6,2344.17
10479,7,1939.24
10479,8,1909.05
10479,9,2015.42
10479,10,1595.96
10479,11,1547.1399999999999
10479,12,1970.48
10485,1,1476.24
10485,2,1685.75
10485,3,1443.51
10485,4,1470.42
10485,5,1548.07
10485,6,1530.25
10485,7,1479.39
10485,8,1680.31
10485,9,1511.6
10485,10,1654.25
10485,11,1605.96
10485,12,2125.56
10514,1,1709.53
10514,2,1788.55
10514,3,1745.61
10514,4,1639.82
10514,5,1694.68
10514,6,1424.44
10514,7,2000.54
10514,8,1387.18
10514,9,1617.6
10514,10,1998.86
10514,11,1684.51
10514,12,2019.48
10520,1,1308.98
10520,2,1303.1
10520,3,1470.78
10520,4,1603.15
10520,5,1630.47
10520,6,1291.09
10520,7,1470.84
10520,8,1307.09
10520,9,1304.57
10520,10,1404.55
10520,11,1446.48
10520,12,1702.99
10521,1,1367.31
10521,2,1489.65
10521,3,1744.35
10521,4,1701.31
10521,5,1616.1299999999999
10521,6,1402.97
10521,7,1196.72
10521,8,1469.8899999999999
10521,9,1259.8
10521,10,1569.97
10521,11,1579.3600000000001
10521,12,1824.24
10538,1,1409.13
10538,2,1203.08
10538,3,1474.08
10538,4,1701.9
10538,5,1994.18
10538,6,1176.1399999999999
10538,7,1446.06
10538,8,1497.94
10538,9,1493.94
10538,10,1561.37
10538,11,1842.85
10538,12,2006.17
10572,1,1042.4
10572,2,1107.09
10572,3,1487.79
10572,4,1058.87
10572,5,1220.69
10572,6,1377.35
10572,7,1674.56
10572,8,1066.09
10572,9,1120.64
10572,10,1424.58
10572,11,1652.28
10572,12,1694.6200000000001
10581,1,1743.91
10581,2,1681.72
10581,3,1877.44
10581,4,1543.97
10581,5,2036.74
10581,6,2030.53
10581,7,1788.6399999999999
10581,8,2016.58
10581,9,1975.57
10581,10,1802.9299999999998
10581,11,1903.73
10581,12,2010.47
10586,1,1351.39
10586,2,1523.75
10586,3,1213.21
10586,4,1559.42
10586,5,1305.38
10586,6,1291.39
10586,7,1190.63
10586,8,1419.88
10586,9,1044.75
10586,10,1191.17
10586,11,1482.1
10586,12,1916.56
10592,1,1184.68
10592,2,1656.74
10592,3,1275.59
10592,4,973.34
10592,5,1403.59
10592,6,1447.8
10592,7,1274.1
10592,8,1196.23
10592,9,1261.46
10592,10,1014.22
10592,11,1198.44
10592,12,1732.09
10605,1,2565.92
10605,2,2519.42
10605,3,3020.93
10605,4,2572.9500000000003
10605,5,2391.95
10605,6,2867.46
10605,7,3093.54
10605,8,2671.8
10605,9,2771.7599999999998
10605,10,2516.98
10605,11,2924.45
10605,12,2827.25
10606,1,2301.58
10606,2,2024.71
10606,3,2175.7200000000003
10606,4,1219.81
10606,5,1977.69
10606,6,1788.83
10606,7,1454.96
10606,8,1330.06
10606,9,1445.28
10606,10,1633.54
10606,11,1785.1599999999999
10606,12,1765.82
10634,1,1828.49
10634,2,1083.81
10634,3,1339.8
10634,4,1350.49
10634,5,1732.51
10634,6,1690.04
10634,7,1461.34
10634,8,1714.1499999999999
10634,9,1135.4
10634,10,1564.77
10634,11,1343.17
10634,12,2214.86
10636,1,1818.83
10636,2,1265.1
10636,3,1493.3500000000001
10636,4,2089.38
10636,5,1779.07
10636,6,1403.16
10636,7,1751.83
10636,8,1595.28
10636,9,1509.11
10636,10,1968.71
10636,11,1549.25
10636,12,1857.81
10641,1,2886.32
10641,2,1839.68
10641,3,2607.71
10641,4,2580.81
10641,5,2665.12
10641,6,2394.52
10641,7,2474.61
10641,8,2183.5099999999998
10641,9,2753.32
10641,10,2178.84
10641,11,1792.36
10641,12,3100.56
10659,1,3093.46
10659,2,2549.91
10659,3,3394.2999999999997
10659,4,2261.9100000000003
10659,5,2874.15
10659,6,3193.4
10659,7,2615.0
10659,8,1354.04
10659,9,3087.2400000000002
10659,10,3112.2
10659,11,3033.82
10659,12,2658.15
10693,1,1108.92
10693,2,1144.43
10693,3,1547.58
10693,4,1016.39
10693,5,1148.3799999999999
10693,6,1255.35
10693,7,1562.04
10693,8,1213.1599999999999
10693,9,1419.29
10693,10,1387.3
10693,11,1337.07
10693,12,1552.69
10695,1,3064.89
10695,2,3115.78
10695,3,3354.62
10695,4,3041.02
10695,5,2942.28
10695,6,3125.54
10695,7,2776.87
10695,8,2697.15
10695,9,3178.11
10695,10,3477.73
10695,11,2779.64
10695,12,2996.9
10696,1,2182.64
10696,2,1881.6100000000001
10696,3,1630.8500000000001
10696,4,1764.98
10696,5,2406.37
10696,6,2080.31
10696,7,1510.18
10696,8,2304.85
10696,9,2607.6
10696,10,2249.9900000000002
10696,11,1868.45
10696,12,2524.74
10709,1,948.43
10709,2,1247.13
10709,3,1055.9
10709,4,1593.15
10709,5,1212.3
10709,6,1210.4
10709,7,1347.26
10709,8,1534.89
10709,9,1367.91
10709,10,1215.9
10709,11,1272.62
10709,12,1503.23
10716,1,1258.59
10716,2,1199.4
10716,3,1892.28
10716,4,1109.08
10716,5,1066.45
10716,6,1291.9
10716,7,988.15
10716,8,1658.48
10716,9,1200.87
10716,10,1141.83
10716,11,1137.67
10716,12,1573.49
10740,1,2162.2
10740,2,1432.82
10740,3,2016.51
10740,4,1487.5800000000002
10740,5,1587.3600000000001
10740,6,1756.0
10740,7,2593.7
10740,8,1914.6000000000001
10740,9,1681.1100000000001
10740,10,1577.3100000000002
10740,11,1538.25
10740,12,2100.92
10743,1,2722.5
10743,2,2731.95
10743,3,2377.5
10743,4,3170.3900000000003
10743,5,2108.65
10743,6,2574.5699999999997
10743,7,2203.45
10743,8,2170.7200000000003
10743,9,2476.3
10743,10,3478.06
10743,11,2544.67
10743,12,2737.88
10765,1,3377.26
10765,2,2241.7999999999997
10765,3,2454.7999999999997
10765,4,2634.26
10765,5,3261.74
10765,6,2111.45
10765,7,1545.41
10765,8,2248.0499999999997
10765,9,3032.0
10765,10,2907.7999999999997
10765,11,2586.92
10765,12,2503.46
10794,1,1816.48
10794,2,1891.17
10794,3,2443.35
10794,4,1876.1200000000001
10794,5,2007.16
10794,6,2170.46
10794,7,2343.87
10794,8,1950.3799999999999
10794,9,1987.46
10794,10,2432.8
10794,11,2240.64
10794,12,2277.64
10813,1,2044.94
10813,2,1849.83
10813,3,1876.62
10813,4,1489.35
10813,5,1917.02
10813,6,1779.9
10813,7,1369.82
10813,8,2039.44
10813,9,2141.75
10813,10,1982.32
10813,11,2039.76
10813,12,2344.7
10819,1,1148.35
10819,2,1252.66
10819,3,1039.84
10819,4,1366.69
10819,5,1298.3
10819,6,982.54
10819,7,1317.59
10819,8,1673.98
10819,9,1356.65
10819,10,1467.47
10819,11,1547.2
10819,12,1666.6
10826,1,1836.73
10826,2,1667.48
10826,3,1557.77
10826,4,1776.95
10826,5,1627.46
10826,6,1654.0
10826,7,1454.97
10826,8,1587.32
10826,9,1596.09
10826,10,1613.26
10826,11,1619.27
10826,12,1618.67
10855,1,2869.96
10855,2,2071.4500000000003
10855,3,2494.6099999999997
10855,4,2183.53
10855,5,2357.87
10855,6,3086.98
10855,7,2456.16
10855,8,2070.98
10855,9,2878.51
10855,10,2721.08
10855,11,2918.57
10855,12,2533.54
10866,1,1824.69
10866,2,1594.05
10866,3,1552.74
10866,4,1445.8700000000001
10866,5,2212.19
10866,6,1825.34
10866,7,1501.52
10866,8,1465.49
10866,9,1789.3
10866,10,1383.96
10866,11,1717.82
10866,12,1781.29
10913,1,2498.71
10913,2,1900.12
10913,3,2367.36
10913,4,2026.1
10913,5,1942.74
10913,6,2139.78
10913,7,1946.57
10913,8,2103.94
10913,9,2064.83
10913,10,1836.52
10913,11,2554.92
10913,12,2992.7400000000002
10937,1,2298.28
10937,2,2138.17
10937,3,2598.85
10937,4,2340.93
10937,5,2181.6
10937,6,1923.84
10937,7,2265.05
10937,8,2961.44
10937,9,1999.61
10937,10,3002.21
10937,11,2868.23
10937,12,3070.19
10944,1,2049.52
10944,2,2083.82
10944,3,2361.45
10944,4,1650.82
10944,5,2064.74
10944,6,2170.43
10944,7,1985.88
10944,8,1808.0
10944,9,2306.42
10944,10,2183.77
10944,11,2920.9900000000002
10944,12,2640.92
10963,1,1604.8500000000001
10963,2,1756.66
10963,3,1610.57
10963,4,1989.59
10963,5,1797.6699999999998
10963,6,1547.6599999999999
10963,7,1600.43
10963,8,1723.6
10963,9,1369.03
10963,10,1588.31
10963,11,1887.59
10963,12,1708.82
10983,1,2318.77
10983,2,2230.43
10983,3,2024.03
10983,4,3217.35
10983,5,3414.06
10983,6,2576.82
10983,7,2397.6400000000003
10983,8,2368.11
10983,9,2102.48
10983,10,1888.6399999999999
10983,11,2437.5699999999997
10983,12,2575.19
11008,1,1524.89
11008,2,1449.55
11008,3,1543.25
11008,4,1471.67
11008,5,1530.6
11008,6,1429.03
11008,7,1626.63
11008,8,1690.32
11008,9,1533.2
11008,10,1465.02
11008,11,1522.3999999999999
11008,12,1686.79
11012,1,2232.68
11012,2,2073.0299999999997
11012,3,2731.03
11012,4,2252.79
11012,5,3411.98
11012,6,2862.14
11012,7,2550.69
11012,8,2352.3700000000003
11012,9,2841.23
11012,10,1984.09
11012,11,2547.32
11012,12,3517.01
11039,1,1044.53
11039,2,1099.72
11039,3,1133.6100000000001
11039,4,976.59
11039,5,1239.82
11039,6,1131.67
11039,7,842.91
11039,8,947.42
11039,9,1110.35
11039,10,1268.36
11039,11,900.88
11039,12,1448.31
11054,1,1075.98
11054,2,1051.13
11054,3,821.55
11054,4,1128.03
11054,5,1396.81
11054,6,929.92
11054,7,1179.85
11054,8,1259.96
11054,9,915.79
11054,10,1166.6
11054,11,1359.49
11054,12,1662.05
11056,1,1496.27
11056,2,1174.81
11056,3,1201.91
11056,4,1220.98
11056,5,1353.99
11056,6,1176.47
11056,7,1006.96
11056,8,1222.7
11056,9,965.95
11056,10,1306.35
11056,11,1339.53
11056,12,1539.75
11057,1,1157.79
11057,2,1071.1
11057,3,1313.49
11057,4,1043.79
11057,5,1998.97
11057,6,1484.5
11057,7,1353.92
11057,8,1400.72
11057,9,1076.68
11057,10,1468.46
11057,11,1165.64
11057,12,1414.15
11096,1,1294.17
11096,2,1275.78
11096,3,1255.73
11096,4,1418.69
11096,5,1302.78
11096,6,1195.75
11096,7,1521.84
11096,8,1203.83
11096,9,1180.43
11096,10,1339.19
11096,11,1152.28
11096,12,1349.4
11099,1,1028.66
11099,2,859.33
11099,3,1371.5
11099,4,955.52
11099,5,1269.0
11099,6,1158.53
11099,7,1162.54
11099,8,991.75
11099,9,947.11
11099,10,1176.53
11099,11,1071.22
11099,12,1246.14
11100,1,1956.6
11100,2,2837.11
11100,3,2254.15
11100,4,2468.8
11100,5,2691.9700000000003
11100,6,2105.67
11100,7,2023.5
11100,8,2147.57
11100,9,3513.86
11100,10,2833.2799999999997
11100,11,3237.04
11100,12,2822.5299999999997
11105,1,2968.32
11105,2,3186.66
11105,3,2709.31
11105,4,2973.56
11105,5,3007.4300000000003
11105,6,2747.95
11105,7,2801.47
11105,8,2467.48
11105,9,2438.45
11105,10,2667.35
11105,11,3254.71
11105,12,3129.1200000000003
11111,1,1158.73
11111,2,1540.78
11111,3,1579.25
11111,4,1056.3600000000001
11111,5,1544.24
11111,6,1434.62
11111,7,1007.72
11111,8,1288.19
11111,9,990.86
11111,10,1467.51
11111,11,1336.84
11111,12,1193.48
11120,1,1856.56
11120,2,1854.55
11120,3,1623.97
11120,4,2471.86
11120,5,1508.99
11120,6,1843.78
11120,7,1745.83
11120,8,1849.3
11120,9,1790.01
11120,10,1907.53
11120,11,2081.9700000000003
11120,12,2783.23
11124,1,1527.98
11124,2,1247.1200000000001
11124,3,1400.21
11124,4,1466.03
11124,5,1611.04
11124,6,1501.51
11124,7,1437.96
11124,8,1484.41
11124,9,1292.41
11124,10,1261.31
11124,11,1587.55
11124,12,1884.83
11133,1,2698.97
11133,2,1712.1699999999998
11133,3,3055.0299999999997
11133,4,2419.1099999999997
11133,5,2087.71
11133,6,2560.3599999999997
11133,7,2243.3599999999997
11133,8,2472.76
11133,9,1940.73
11133,10,1684.34
11133,11,2698.04
11133,12,2275.48
11137,1,1956.9099999999999
11137,2,1998.6200000000001
11137,3,2953.43
11137,4,2422.76
11137,5,2025.51
11137,6,3033.19
11137,7,2724.13
11137,8,2312.85
11137,9,2048.79
11137,10,2255.38
11137,11,2165.08
11137,12,2410.32
11143,1,1545.65
11143,2,1637.89
11143,3,1560.25
11143,4,1280.04
11143,5,1667.59
11143,6,1137.06
11143,7,1395.43
11143,8,1982.14
11143,9,1487.44
11143,10,1385.12
11143,11,1347.93
11143,12,1751.46
11145,1,1194.71
11145,2,1623.37
11145,3,1145.31
11145,4,1242.14
11145,5,1176.22
11145,6,1268.97
11145,7,1137.32
11145,8,1307.24
11145,9,1290.27
11145,10,1244.1
11145,11,1416.45
11145,12,1696.58
11163,1,1287.55
11163,2,1542.9299999999998
11163,3,1863.25
11163,4,1277.22
11163,5,1726.24
11163,6,1363.63
11163,7,1493.2
11163,8,1570.69
11163,9,1376.5
11163,10,1589.1100000000001
11163,11,1884.66
11163,12,2197.88
11167,1,1805.87
11167,2,1463.2
11167,3,1342.65
11167,4,1226.28
11167,5,2275.31
11167,6,1953.73
11167,7,1438.49
11167,8,1554.04
11167,9,1691.07
11167,10,2100.43
11167,11,1424.19
11167,12,1696.84
11171,1,1655.7
11171,2,1210.44
11171,3,1480.31
11171,4,1438.54
11171,5,1357.24
11171,6,1459.68
11171,7,1481.81
11171,8,1694.65
11171,9,1628.91
11171,10,951.86
11171,11,1436.68
11171,12,2129.38
11177,1,2469.61
11177,2,2326.8
11177,3,2510.0099999999998
11177,4,1935.7
11177,5,2563.21
11177,6,2486.25
11177,7,2478.85
11177,8,2573.12
11177,9,2587.73
11177,10,2631.79
11177,11,2693.63
11177,12,3167.55
11182,1,1754.58
11182,2,1956.61
11182,3,2089.81
11182,4,1911.42
11182,5,1925.8700000000001
11182,6,1878.96
11182,7,2030.36
11182,8,1721.58
11182,9,1722.71
11182,10,1896.21
11182,11,1982.47
11182,12,2517.61
11183,1,3019.25
11183,2,2930.1
11183,3,2512.87
11183,4,2635.25
11183,5,2706.28
11183,6,2857.59
11183,7,2692.4
11183,8,2415.52
11183,9,2214.06
11183,10,2874.37
11183,11,2448.54
11183,12,2826.56
11197,1,835.04
11197,2,933.2
11197,3,845.93
11197,4,912.67
11197,5,1044.58
11197,6,984.36
11197,7,879.6899999999999
11197,8,1427.32
11197,9,705.08
11197,10,635.17
11197,11,1318.22
11197,12,1067.33
11202,1,1206.81
11202,2,801.14
11202,3,969.65
11202,4,1041.05
11202,5,1106.26
11202,6,1313.96
11202,7,1196.05
11202,8,1351.1299999999999
11202,9,1275.36
11202,10,1114.06
11202,11,1255.91
11202,12,1170.54
11211,1,1354.4199999999998
11211,2,1289.01
11211,3,1517.31
11211,4,1425.45
11211,5,1388.56
11211,6,1747.24
11211,7,1637.71
11211,8,1296.5900000000001
11211,9,1343.35
11211,10,1593.44
11211,11,1612.82
11211,12,2246.83
11213,1,1463.64
11213,2,1297.01
11213,3,1579.22
11213,4,1376.76
11213,5,1644.66
11213,6,1373.96
11213,7,1399.08
11213,8,1077.16
11213,9,1298.32
11213,10,1323.77
11213,11,1447.68
11213,12,1847.33
11232,1,1641.78
11232,2,1399.47
11232,3,1739.6
11232,4,1807.46
11232,5,1591.47
11232,6,1605.45
11232,7,1487.05
11232,8,1036.67
11232,9,1935.42
11232,10,1401.44
11232,11,1727.76
11232,12,1826.55
11237,1,929.54
11237,2,1103.88
11237,3,1058.94
11237,4,982.3299999999999
11237,5,1353.48
11237,6,986.97
11237,7,1135.85
11237,8,1145.27
11237,9,894.7
11237,10,1014.74
11237,11,1233.18
11237,12,1358.83
11239,1,1808.57
11239,2,1739.49
11239,3,1988.8700000000001
11239,4,1905.56
11239,5,1851.57
11239,6,1981.8700000000001
11239,7,1986.77
11239,8,1762.44
11239,9,1685.77
11239,10,1929.04
11239,11,1863.8600000000001
11239,12,2146.39
11252,1,3020.5099999999998
11252,2,2672.29
11252,3,2964.24
11252,4,3191.09
11252,5,2535.4500000000003
11252,6,2511.53
11252,7,3136.81
11252,8,3021.69
11252,9,3162.93
11252,10,2565.5
11252,11,3435.41
11252,12,3181.93
11256,1,1389.32
11256,2,1558.11
11256,3,1542.6699999999998
11256,4,1473.36
11256,5,1573.19
11256,6,1859.3899999999999
11256,7,1584.08
11256,8,1592.1299999999999
11256,9,1875.74
11256,10,1515.1499999999999
11256,11,1603.04
11256,12,1564.29
11303,1,1683.63
11303,2,1656.5900000000001
11303,3,1680.26
11303,4,1417.34
11303,5,1810.94
11303,6,1474.13
11303,7,1844.9
11303,8,1863.03
11303,9,1865.0
11303,10,1436.92
11303,11,1830.45
11303,12,2432.24
11314,1,3347.64
11314,2,2137.07
11314,3,2458.5
11314,4,2391.75
11314,5,3245.45
11314,6,2706.9900000000002
11314,7,3136.65
11314,8,1881.22
11314,9,2551.3
11314,10,2902.39
11314,11,2987.5
11314,12,4228.2300000000005
11343,1,1442.74
11343,2,1451.0
11343,3,1418.0
11343,4,1900.6399999999999
11343,5,2051.33
11343,6,1524.73
11343,7,1892.83
11343,8,1666.1999999999998
11343,9,1819.98
11343,10,1597.6
11343,11,1489.76
11343,12,1940.1399999999999
11347,1,1474.15
11347,2,1639.01
11347,3,1802.98
11347,4,1670.0
11347,5,1612.2
11347,6,1554.79
11347,7,1693.99
11347,8,1832.01
11347,9,1476.62
11347,10,1451.36
11347,11,1551.66
11347,12,2254.49
11370,1,1184.76
11370,2,1349.8
11370,3,1839.3600000000001
11370,4,1196.16
11370,5,1458.82
11370,6,1535.3
11370,7,1220.47
11370,8,1541.21
11370,9,1198.37
11370,10,1371.52
11370,11,957.4
11370,12,1189.33
11379,1,2571.67
11379,2,2712.7400000000002
11379,3,3350.1
11379,4,2143.1
11379,5,2576.81
11379,6,3040.88
11379,7,2434.1
11379,8,2521.72
11379,9,2148.75
11379,10,2834.58
11379,11,3077.74
11379,12,2636.49
11382,1,1154.42
11382,2,1048.62
11382,3,1182.73
11382,4,1910.3700000000001
11382,5,1194.8
11382,6,1249.72
11382,7,1288.71
11382,8,1301.83
11382,9,1112.53
11382,10,1323.29
11382,11,1041.83
11382,12,1395.62
11401,1,1971.82
11401,2,1430.03
11401,3,1602.81
11401,4,1296.66
11401,5,1798.43
11401,6,1516.7
11401,7,1375.44
11401,8,1268.87
11401,9,1397.73
11401,10,1491.21
11401,11,1703.9
11401,12,2124.89
11405,1,3156.11
11405,2,3183.5
11405,3,3202.72
11405,4,2984.92
11405,5,3383.85
11405,6,3637.23
11405,7,2996.5299999999997
11405,8,3031.17
11405,9,2946.07
11405,10,3142.45
11405,11,2932.65
11405,12,3984.7799999999997
11417,1,1546.16
11417,2,1817.8799999999999
11417,3,1622.1299999999999
11417,4,1310.8799999999999
11417,5,1664.77
11417,6,1529.37
11417,7,1630.75
11417,8,1489.07
11417,9,1315.19
11417,10,1559.6399999999999
11417,11,1553.7
11417,12,1892.83
11420,1,1688.54
11420,2,960.97
11420,3,1168.82
11420,4,1306.72
11420,5,1306.3700000000001
11420,6,1244.43
11420,7,1276.17
11420,8,1009.14
11420,9,1098.77
11420,10,1306.16
11420,11,1362.88
11420,12,1250.93
11421,1,991.1
11421,2,757.76
11421,3,1261.33
11421,4,885.07
11421,5,1416.23
11421,6,1612.71
11421,7,1097.5
11421,8,1250.3600000000001
11421,9,1043.04
11421,10,980.02
11421,11,1182.42
11421,12,1436.39
11426,1,2408.6
11426,2,2437.51
11426,3,2883.85
11426,4,2638.63
11426,5,2861.79
11426,6,2663.56
11426,7,2363.8
11426,8,3033.27
11426,9,3652.27
11426,10,2622.12
11426,11,3211.08
11426,12,4224.41
11448,1,2097.74
11448,2,1684.63
11448,3,1487.02
11448,4,1284.1399999999999
11448,5,1832.27
11448,6,1706.24
11448,7,1694.94
11448,8,1658.77
11448,9,1876.63
11448,10,1838.03
11448,11,1903.78
11448,12,1791.43
11451,1,2279.2400000000002
11451,2,2067.93
11451,3,3157.37
11451,4,2271.77
11451,5,2770.35
11451,6,2483.04
11451,7,2420.61
11451,8,1209.12
11451,9,2609.44
11451,10,2701.85
11451,11,3150.35
11451,12,2860.36
11454,1,1740.0
11454,2,1282.52
11454,3,1906.1
11454,4,1604.05
11454,5,1597.65
11454,6,1815.24
11454,7,2056.97
11454,8,2073.6
11454,9,1631.84
11454,10,1825.89
11454,11,1540.3999999999999
11454,12,2325.27
11460,1,1148.79
11460,2,1293.63
11460,3,1470.49
11460,4,1409.59
11460,5,1793.3400000000001
11460,6,1661.1299999999999
11460,7,1602.56
11460,8,1913.29
11460,9,1554.85
11460,10,1418.44
11460,11,1477.18
11460,12,1832.98
11466,1,1440.99
11466,2,1285.73
11466,3,1565.28
11466,4,1424.95
11466,5,1627.27
11466,6,1624.72
11466,7,1546.92
11466,8,1618.53
11466,9,1301.68
11466,10,1260.15
11466,11,1542.23
11466,12,1758.92
11475,1,2494.15
11475,2,1950.29
11475,3,2387.56
11475,4,2987.67
11475,5,3077.0099999999998
11475,6,3413.48
11475,7,2832.58
11475,8,2844.33
11475,9,2131.38
11475,10,2964.31
11475,11,2530.97
11475,12,2617.53
11494,1,1404.3
11494,2,1278.49
11494,3,1573.02
11494,4,1134.52
11494,5,1550.28
11494,6,1329.72
11494,7,1088.81
11494,8,1743.41
11494,9,1470.99
11494,10,1421.49
11494,11,1331.29
11494,12,1789.49
11505,1,2167.4500000000003
11505,2,2269.15
11505,3,2456.0
11505,4,1954.01
11505,5,2765.5099999999998
11505,6,3069.59
11505,7,2382.74
11505,8,2828.01
11505,9,2761.5699999999997
11505,10,2624.0
11505,11,1988.33
11505,12,2916.59
11550,1,708.88
11550,2,1367.94
11550,3,689.79
11550,4,1064.74
11550,5,820.86
11550,6,983.59
11550,7,1207.46
11550,8,1426.79
11550,9,1022.7
11550,10,1172.31
11550,11,1039.35
11550,12,1267.99
11559,1,1762.62
11559,2,1732.82
11559,3,1875.87
11559,4,1506.44
11559,5,1652.71
11559,6,1753.88
11559,7,1614.63
11559,8,1619.69
11559,9,1835.64
11559,10,1896.93
11559,11,1763.62
11559,12,2210.51
11563,1,1456.54
11563,2,1428.15
11563,3,1533.86
11563,4,1497.8
11563,5,1806.56
11563,6,1601.79
11563,7,1457.75
11563,8,1275.68
11563,9,1508.52
11563,10,1662.42
11563,11,1145.79
11563,12,2105.27
11568,1,1155.02
11568,2,1332.31
11568,3,1345.37
11568,4,1036.43
11568,5,1203.81
11568,6,1286.22
11568,7,1200.08
11568,8,1240.19
11568,9,1374.9
11568,10,1288.98
11568,11,1136.42
11568,12,1837.11
11570,1,1465.15
11570,2,1665.08
11570,3,1555.36
11570,4,1703.24
11570,5,1535.57
11570,6,1520.69
11570,7,1471.54
11570,8,1399.29
11570,9,1264.45
11570,10,1628.13
11570,11,1607.6
11570,12,1724.51
11577,1,1316.25
11577,2,1435.72
11577,3,1457.54
11577,4,1460.48
11577,5,1544.84
11577,6,1615.78
11577,7,1104.34
11577,8,1489.25
11577,9,1243.59
11577,10,1198.6299999999999
11577,11,1952.59
11577,12,1977.8500000000001
11613,1,2774.44
11613,2,1796.48
11613,3,2674.67
11613,4,2148.32
11613,5,2045.27
11613,6,2964.48
11613,7,2478.81
11613,8,2931.81
11613,9,2465.26
11613,10,2618.0
11613,11,2348.19
11613,12,2706.11
11619,1,1292.19
11619,2,1407.91
11619,3,1822.01
11619,4,1741.97
11619,5,1420.3799999999999
11619,6,1657.93
11619,7,1995.2
11619,8,1862.06
11619,9,1781.96
11619,10,1749.3600000000001
11619,11,1762.34
11619,12,2152.69
11620,1,2308.48
11620,2,2689.96
11620,3,2991.47
11620,4,3023.83
11620,5,2884.3199999999997
11620,6,3137.99
11620,7,3469.81
11620,8,2671.3
11620,9,2581.87
11620,10,2891.17
11620,11,2278.89
11620,12,3368.85
11628,1,3301.21
11628,2,3248.46
11628,3,3401.41
11628,4,2751.13
11628,5,3038.2999999999997
11628,6,2967.64
11628,7,2825.7599999999998
11628,8,2624.79
11628,9,2624.63
11628,10,2904.73
11628,11,3627.18
11628,12,4171.95
11630,1,2047.8700000000001
11630,2,2191.56
11630,3,2267.6
11630,4,2226.38
11630,5,2508.27
11630,6,2194.19
11630,7,2086.7
11630,8,1998.63
11630,9,2002.34
11630,10,2443.98
11630,11,2088.2
11630,12,2394.87
11636,1,1148.6100000000001
11636,2,1761.6
11636,3,1281.96
11636,4,1172.9
11636,5,1404.28
11636,6,1095.34
11636,7,1297.85
11636,8,1382.93
11636,9,1344.65
11636,10,792.99
11636,11,1023.36
11636,12,1933.01
11648,1,1794.77
11648,2,1865.94
11648,3,1538.73
11648,4,1865.0
11648,5,1737.99
11648,6,1866.57
11648,7,1436.69
11648,8,1615.33
11648,9,1202.52
11648,10,1622.39
11648,11,1910.15
11648,12,2223.32
11662,1,2408.71
11662,2,2284.91
11662,3,2314.37
11662,4,2523.64
11662,5,1885.91
11662,6,2081.4900000000002
11662,7,2098.66
11662,8,2415.04
11662,9,2099.75
11662,10,2511.39
11662,11,1896.83
11662,12,2566.19
11673,1,2582.27
11673,2,2194.2200000000003
11673,3,2764.58
11673,4,2166.96
11673,5,2967.12
11673,6,2566.06
11673,7,2794.73
11673,8,2821.62
11673,9,2920.71
11673,10,2489.49
11673,11,2289.87
11673,12,2954.64
11680,1,1229.97
11680,2,1095.49
11680,3,1342.72
11680,4,1284.27
11680,5,1389.92
11680,6,951.01
11680,7,1123.94
11680,8,1271.29
11680,9,1018.1
11680,10,866.39
11680,11,1139.33
11680,12,1182.58
11683,1,1201.26
11683,2,1701.25
11683,3,1728.89
11683,4,1528.64
11683,5,1589.94
11683,6,1484.5600000000002
11683,7,1494.2
11683,8,1493.44
11683,9,1452.41
11683,10,1728.76
11683,11,1739.94
11683,12,1936.8700000000001
11694,1,2021.2
11694,2,2670.5099999999998
11694,3,2993.14
11694,4,3359.09
11694,5,2302.94
11694,6,2726.9700000000003
11694,7,2538.36
11694,8,2399.13
11694,9,2371.11
11694,10,2155.58
11694,11,1830.13
11694,12,2350.06
11729,1,2164.33
11729,2,2820.09
11729,3,2765.44
11729,4,3119.08
11729,5,2540.85
11729,6,2132.66
11729,7,2779.19
