from_totally_fake_account,year,accessory,alcohol,bar,book,butcher,cafe,children,clothes,electronics,entertainment,flower,greengrocer,home store,pet,restaurant,sport,supermarket,takeaway,tea,total,ratio of entertainment,ratio of cafe,ratio of bar,ratio of restaurant,ratio of electronics,ratio of pet,ratio of takeaway,ratio of clothes,ratio of supermarket,ratio of children,ratio of alcohol,ratio of book,ratio of tea,ratio of sport,ratio of butcher,ratio of greengrocer,ratio of home store,ratio of flower,ratio of accessory
31749.0,2025,449,163.96,4419.84,45,0.0,586.93,54,3154,52,65.0,0,0.0,0,465,527.39,1161,1552.01,1023.48,5.45,13724.06,0.47362077985668966,4.2766499126351825,32.2050471944891,3.842813278286455,0.3788966238853517,3.388210194359395,7.457559934888073,22.981537533353833,11.30867979300586,0.3934695709578652,1.1946902010046592,0.3278913091315544,0.03971128077259937,8.459595775594103,0.0,0.0,0.0,0.0,3.271626617779287
31763.0,2025,0,62.97,4221.92,15,1413.45,619.27,138,87,1681,61.0,0,1322.55,83,2,660.03,0,1163.1,916.13,48.18,12494.6,0.48821090711187226,4.95630112208474,33.78995726153698,5.282522049525395,13.45381204680422,0.016006914987274502,7.332207513645894,0.6963008019464408,9.308821410849486,1.1044771341219406,0.5039777183743377,0.12005186240455876,0.3856065820434428,0.0,11.312486994381572,10.584972708209946,0.6642869719718918,0.0,0.0
31770.0,2025,0,49.98,4304.8,363,100.0,2188.49,0,1829,578,10.0,0,155.0,0,12,735.59,1303,3732.53,949.79,87.73,16398.91,0.06097966267270202,13.345338196258163,26.25052518734477,4.485603006541289,3.5246245024821774,0.07317559520724243,5.791787380990566,11.153180302837201,22.760842031574054,0.0,0.3047763540381647,2.2135617550190836,0.5349745806276149,7.945650046253074,0.6097966267270203,0.9451847714268814,0.0,0.0,0.0
31789.0,2025,0,78.97,4607.41,5,0.0,609.17,1404,2448,23,394.0,0,0.0,0,0,566.8,0,6283.69,1131.42,86.36,17637.82,2.2338361543546763,3.4537714978381677,26.122332578515937,3.2135490667213973,0.13040160291918163,0.0,6.414738329340021,13.87926625852855,35.626228184662274,7.960167412979609,0.44773106880555535,0.02834817454764818,0.4896296707869794,0.0,0.0,0.0,0.0,0.0,0.0
31792.0,2025,0,58.98,2834.5,659,0.0,2001.68,943,505,114,295.0,0,0.0,0,0,1307.07,0,4281.01,0.0,372.85,13372.09,2.206087455289338,14.96908860170699,21.1971352271784,9.774612644695033,0.8525219318745237,0.0,0.0,3.7765225929529342,32.01451680328206,7.052001594365579,0.4410679258066615,4.928175027239572,2.7882701956089138,0.0,0.0,0.0,0.0,0.0,0.0
31797.0,2025,0,0.0,3383.39,12,55.0,19.83,0,0,189,238.88,0,0.0,0,0,838.8,0,6201.66,833.24,0.0,11771.8,2.0292563584158754,0.16845342258618054,28.741483885217217,7.125503321497137,1.6055318642858356,0.0,7.078271802103332,0.0,52.682342547443895,0.0,0.0,0.10193853106576735,0.0,0.0,0.467218267384767,0.0,0.0,0.0,0.0
31803.0,2025,0,78.96,3853.7599999999998,13,50.0,240.13,0,928,63,60.0,0,0.0,0,0,1941.68,0,1152.73,891.03,49.09,9321.380000000001,0.6436815149688135,2.5761207031576867,41.34323458543691,20.830392066410766,0.6758655907172543,0.0,9.558992338044366,9.955607431517649,12.36651654583334,0.0,0.8470848736989586,0.13946432824324292,0.5266387594969844,0.0,0.5364012624740113,0.0,0.0,0.0,0.0
31814.0,2025,0,192.96,5228.32,45,0.0,748.97,63,0,59,44.0,0,0.0,0,25,907.94,0,1533.01,706.33,28.19,9581.720000000001,0.4592077414075969,7.816655047319269,54.56556860354925,9.475751743945763,0.6157558350692777,0.2609134894361346,7.371640999736999,0.0,15.999319537619549,0.6575019933790592,2.0138346768638615,0.4696442809850423,0.2942060506881854,0.0,0.0,0.0,0.0,0.0,0.0
31817.0,2025,0,8.99,4348.9,35,0.0,533.85,1105,1032,2043,862.88,0,0.0,0,0,682.33,1272,1564.6399999999999,868.38,0.0,14356.969999999998,6.0101818141293055,3.7184029777870964,30.291210471290253,4.75260448409379,14.230022072902571,0.0,6.048490733072509,7.188146245342855,10.898121260962448,7.696610078589007,0.06261766932716305,0.24378402963856582,0.0,8.85980816286445,0.0,0.0,0.0,0.0,0.0
31827.0,2025,0,86.99,3237.72,0,1186.47,757.56,1159,420,6,252.0,0,1159.59,0,0,1802.79,0,1261.22,1032.66,0.0,12361.999999999998,2.038505096262741,6.128134606050802,26.190907620126197,14.583319851156773,0.04853583562530336,0.0,8.353502669470961,3.3975084937712348,10.202394434557517,9.375505581621098,0.7036887235075231,0.0,0.0,0.0,9.597718815725614,9.380278272124253,0.0,0.0,0.0
31832.0,2025,0,88.98,4033.5,71,142.0,641.01,830,1673,162,536.88,0,125.0,0,0,1975.76,77,6395.78,0.0,335.7,17087.61,3.1419256408590788,3.751314548962669,23.604822441523417,11.562529809610588,0.9480553453642727,0.0,0.0,9.79071970860758,37.42934207885128,4.857320596619422,0.5207281767315617,0.4155057377831071,1.9645813545604094,0.45061889872252464,0.8310114755662142,0.7315241862378646,0.0,0.0,0.0
31834.0,2025,0,79.96000000000001,4470.82,12,0.0,830.91,0,1871,0,100.0,0,0.0,0,0,2018.37,0,4779.58,1000.01,13.64,15176.289999999999,0.6589225693499532,5.475053520985695,29.459242015011572,13.299495462988647,0.0,0.0,6.589291585756467,12.328441272537624,31.49373134013649,0.0,0.5268744864522226,0.07907070832199438,0.08987703845933362,0.0,0.0,0.0,0.0,0.0,0.0
31840.0,2025,0,33.989999999999995,5109.02,816,0.0,360.41,47,2298,27,121.0,0,0.0,0,326,1578.6,0,7086.82,1089.37,0.0,18893.21,0.6404417248313019,1.9076165458384258,27.041566785104283,8.355382700980934,0.1429084840532657,1.7254876222727638,5.765933899003928,12.163099864977948,37.50987788734683,0.24876662038901806,0.17990590270261114,4.319011962498697,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31842.0,2025,426,92.99,2682.49,0,0.0,499.9,0,10,26,10.0,0,14.0,0,0,1040.89,0,5299.29,944.71,0.0,11046.27,0.090528295976832,4.525509515881831,24.284124867489204,9.422999799932466,0.23537356953976318,0.0,8.552298649227295,0.090528295976832,47.973569358706605,0.0,0.8418226242885607,0.0,0.0,0.0,0.0,0.12673961436756478,0.0,0.0,3.8565054086130433
31871.0,2025,0,0.0,3612.49,0,0.0,545.61,0,0,683,5.0,0,0.0,0,0,730.03,0,2316.7,545.9300000000001,97.56,8536.319999999998,0.05857324936272306,6.391630116959066,42.31905551806868,8.552045846453742,8.00110586294797,0.0,6.3953788049182805,0.0,27.1393293597241,0.0,0.0,0.0,1.1428812415654526,0.0,0.0,0.0,0.0,0.0,0.0
31891.0,2025,0,74.97,5132.47,15,1351.99,163.53,67,1489,0,80.0,0,1239.7,0,0,817.39,201,2190.9,1032.64,11.82,13867.409999999998,0.5768921521754965,1.1792396705657366,37.011020803452126,5.8943234533341125,0.0,0.0,7.446523900281308,10.737405182366427,15.79891270251619,0.48314717744697827,0.540620058107462,0.10816727853290559,0.0852358154839296,1.4494415323409349,9.749405260246869,8.939665013149536,0.0,0.0,0.0
31898.0,2025,0,164.95,5181.47,5,256.0,683.33,923,1756,208,487.0,0,201.0,0,0,583.74,67,1854.17,868.36,54.55,13293.57,3.6634252499516684,5.140304673612882,38.977264948392346,4.391145493648433,1.5646662258520474,0.0,6.532180595581172,13.209393714404785,13.947871038404283,6.94320637721846,1.2408254517033421,0.037612168890674216,0.4103487625972556,0.5040030631350344,1.9257430472025199,1.5120091894051033,0.0,0.0,0.0
31907.0,2025,0,74.99,3733.7,0,60.0,502.0,87,520,203,262.88,8,0.0,0,0,491.62,868,4552.21,664.08,0.0,12027.48,2.185661501827482,4.17377538769551,31.04307801800543,4.087473020117265,1.6878016010003758,0.0,5.5213560945434965,4.323432672513278,37.84841047334936,0.7233435432858754,0.6234888771380206,0.0,0.0,7.21680684565678,0.4988576160592244,0.0,0.0,0.06651434880789658,0.0
31910.0,2025,0,43.989999999999995,4101.2,0,1183.78,115.8,0,0,515,225.88,0,1152.43,0,0,516.66,0,1327.97,540.6,0.0,9723.31,2.323077223702628,1.1909524637186308,42.179052195188675,5.313622624394368,5.2965502488350165,0.0,5.559835076738271,0.0,13.657591910573663,0.0,0.4524179523228201,0.0,0.0,0.0,12.17466068653576,11.85223961799017,0.0,0.0,0.0
31938.0,2025,0,43.989999999999995,3553.05,784,50.0,617.2,903,303,176,582.88,0,0.0,0,0,767.84,0,1361.91,896.93,25.45,10065.250000000002,5.791013636024936,6.1319887732545135,35.30016641414768,7.62862323340205,1.748590447331164,0.0,8.911154715481482,3.0103574178485375,13.530811455254463,8.971461215568414,0.4370482601028289,7.789175629020639,0.25285015275328476,0.0,0.49675864980998974,0.0,0.0,0.0,0.0
31940.0,2025,0,83.97999999999999,4571.04,40,0.0,621.53,901,1166,579,254.0,0,0.0,0,15,811.11,0,2213.23,996.53,87.72,12340.14,2.058323487415864,5.036652744620401,37.042043283139414,6.572940015267251,4.692005115014903,0.12155453665841716,8.07551616108083,9.448839316247629,17.93520981123391,7.301375835282258,0.6805433325715915,0.3241454310891124,0.7108509303784236,0.0,0.0,0.0,0.0,0.0,0.0
31948.0,2025,0,100.97,4978.43,55,60.0,180.31,43,2127,482,177.88,0,86.0,96,0,706.3199999999999,0,2291.4700000000003,1090.02,25.91,12500.310000000001,1.4230047094832046,1.4424442273831608,39.826452303982855,5.650419869587233,3.8559043735715353,0.0,8.719943745395113,17.01557801366526,18.331305383626486,0.34399146901156846,0.8077399680487923,0.4399890882706109,0.2072748595834823,0.0,0.47998809629521183,0.6879829380231369,0.7679809540723389,0.0,0.0
31949.0,2025,0,83.97,6012.6,573,1438.36,738.53,1087,2067,149,947.88,0,1452.14,86,10,812.53,0,2602.64,868.98,180.01,19109.64,4.960219030813767,3.8646986547103976,31.463701043033783,4.251937765441944,0.7797111824189258,0.05232960955831716,4.547338411398645,10.816530295704158,13.619513502085859,5.688228558989076,0.4394117314611892,2.9984866276915736,0.9419853016592672,0.0,7.526881720430108,7.59899192240147,0.45003464220152767,0.0,0.0
31957.0,2025,0,145.95999999999998,4470.32,0,0.0,2102.19,180,34,992,0.0,0,0.0,0,0,756.63,196,5963.38,983.89,90.46,15914.829999999998,0.0,13.209000661647034,28.089021371890244,4.754244940096753,6.233179996267633,0.0,6.182221236419115,0.2136372176140116,37.47058561103072,1.131020563838885,0.917132008321798,0.0,0.5684006678048085,1.2315557250690081,0.0,0.0,0.0,0.0,0.0
31962.0,2025,0,70.99000000000001,3730.0,491,70.0,669.87,0,3076,255,249.88,0,12.0,78,10,2410.99,697,2642.14,0.0,546.49,15009.359999999999,1.6648278141106618,4.46301507859096,24.851159543111766,16.06324320290805,1.6989398615264075,0.06662509260887874,0.0,20.4938784864911,17.603282218562285,0.0,0.4729715324304302,3.2712920470959457,3.640994685982614,4.643768954838848,0.4663756482621511,0.07995011113065448,0.5196757223492541,0.0,0.0
31974.0,2025,0,118.96,4408.87,23,29.0,2102.5,0,1888,57,0.0,0,0.0,0,472,666.62,743,4826.88,1137.75,0.0,16473.58,0.0,12.762860289020358,26.763277927445035,4.046600678176813,0.3460085785846185,2.8651938437182443,6.906513338327187,11.460775374872977,29.300734873658303,0.0,0.7221259738320388,0.1396174966218636,0.0,4.510252173480202,0.17603945226234977,0.0,0.0,0.0,0.0
32016.0,2025,182,124.97,4355.75,20,70.0,2018.7,0,120,0,0.0,0,0.0,0,35,740.42,0,866.68,1028.19,29.55,9591.26,0.0,21.047286800691463,45.413741260272374,7.719736510114417,0.0,0.3649155585397539,10.720072232428274,1.2511390578505848,9.03614332214954,0.0,1.3029570671632298,0.20852317630843079,0.30809299299570647,0.0,0.7298311170795078,0.0,0.0,0.0,1.8975609044067203
32029.0,2025,0,73.97999999999999,3981.5,10,60.0,630.62,98,261,597,306.88,0,0.0,103,0,1536.42,0,4012.27,0.0,387.75,12058.42,2.544943699091589,5.229706711161164,33.01842198231609,12.741470275541905,4.950897381248954,0.0,0.0,2.1644626742143664,33.27359637498113,0.8127101228850877,0.6135132131738652,0.08292960437602936,3.2155954096805384,0.0,0.4975776262561762,0.0,0.8541749250731024,0.0,0.0
32035.0,2025,0,28.99,5165.25,0,78.0,178.34,941,628,10,681.0,0,106.0,0,0,789.3199999999999,48,4865.04,826.3299999999999,72.72,14417.989999999998,4.723265864381929,1.2369269225460693,35.8250352510995,5.474549503779653,0.06935779536537341,0.0,5.731242704426901,4.35566954894545,33.742844876435626,6.526568543881638,0.2010682487642175,0.0,0.5043698878969954,0.33291741775379236,0.5409908038499125,0.735192630872958,0.0,0.0,0.0
32065.0,2025,0,61.99,3927.53,5,0.0,846.34,70,2598,77,6.0,0,0.0,0,0,1737.97,89,6098.95,891.03,38.64,16447.449999999997,0.036479819060097465,5.145721677220482,23.879263958850768,10.566805188646267,0.46815767793791746,0.0,5.417435529519774,15.795761653022202,37.08143207609691,0.4255978890344705,0.37689733058924035,0.03039984921674789,0.23493003474702767,0.5411173160581125,0.0,0.0,0.0,0.0,0.0
32075.0,2025,0,29.99,4740.62,470,1495.78,580.92,160,190,837,266.88,0,1566.09,31,0,706.52,0,1189.6,804.08,30.91,13099.39,2.0373467772163436,4.434710318572086,36.18962409699994,5.393533592022224,6.389610508580934,0.0,6.1383010964632705,1.450449219391132,9.081338902040477,1.2214309215925323,0.22894195836600023,3.5879533321780634,0.23596518616515733,0.0,11.418699649372986,11.955442199980304,0.23665224105855312,0.0,0.0
32108.0,2025,0,74.99,3622.0,48,0.0,846.98,114,0,166,233.88,0,0.0,0,380,2246.64,89,1299.34,0.0,337.86,9458.69,2.472646846444909,8.954516957422221,38.292829133844116,23.752126351534937,1.7549998995632587,4.01746964960264,0.0,0.0,13.736997406617615,1.2052408948807922,0.7928159184834263,0.507469850476123,3.5719534100388106,0.9409336810911446,0.0,0.0,0.0,0.0,0.0
32109.0,2025,0,8.99,4130.5,22,0.0,526.54,1326,638,262,715.88,0,0.0,0,0,1446.54,0,1168.68,0.0,621.87,10867.000000000002,6.587650685561791,4.845311493512468,38.00957025858102,13.31130946903469,2.4109689886813284,0.0,0.0,5.87098555259041,10.754394036992728,12.202079690807029,0.08272752369559215,0.2024477776755314,5.722554522867396,0.0,0.0,0.0,0.0,0.0,0.0
32112.0,2025,0,133.95999999999998,5510.65,17,70.0,613.4,212,173,536,95.0,18,0.0,0,52,872.38,0,5481.26,807.54,188.05,14780.239999999998,0.642750050066846,4.150135586431614,37.28390066737753,5.9023398808138445,3.6264634403771527,0.35182108003658946,5.46364605716822,1.1704816701217302,37.08505409925685,1.4343474801491725,0.9063452284942599,0.11501843001196194,1.2723068096323202,0.0,0.473605300049255,0.0,0.0,0.12178422001266558,0.0
32131.0,2025,388,144.97,4271.0,0,30.0,639.23,952,257,271,468.0,0,6.0,151,0,1887.41,38,2499.3,0.0,184.29,12187.2,3.840094525403702,5.245093212550873,35.044965209400026,15.486822239726926,2.223644479453853,0.0,0.0,2.1087698568990416,20.507581725088617,7.8114743337271895,1.189526716555074,0.0,1.5121602993304448,0.3118025469344886,0.24615990547459626,0.049231981094919254,1.239004857555468,0.0,3.1836681108047786
32146.0,2025,0,68.99000000000001,3581.28,508,50.0,328.54,0,1235,31,4.0,0,0.0,0,0,1964.39,0,1889.3899999999999,703.66,105.45,10469.7,0.038205488218382565,3.1380077748168524,34.20613771168228,18.762619750327133,0.2960925336924649,0.0,6.720918459936769,11.795944487425619,18.04626684623246,0.0,0.6589491580465534,4.852097003734586,1.0071921831571105,0.0,0.4775686027297821,0.0,0.0,0.0,0.0
32150.0,2025,0,74.98,4600.53,10,55.0,961.01,48,0,445,283.88,0,8.0,90,0,1573.46,0,5299.03,1126.11,39.09,14614.09,1.9425089074995432,6.575914066493363,31.480099000348293,10.76673265321344,3.045006565581572,0.0,7.705645715881043,0.0,36.25973290160386,0.32845014639981,0.5130664995220366,0.06842711383329377,0.2674815879743453,0.0,0.3763491260831157,0.054741691066635005,0.6158440244996438,0.0,0.0
32156.0,2025,0,137.94,4626.65,20,0.0,352.81,0,187,55,10.0,0,0.0,71,10,2155.15,157,5570.04,874.49,40.91,14267.99,0.0700869568874102,2.4727379259447195,32.42678190831364,15.104790513590213,0.38547826288075615,0.0700869568874102,6.129034292847136,1.3106260937945708,39.03871533411504,0.0,0.9667794833049365,0.1401739137748204,0.28672574062639516,1.1003652231323402,0.0,0.0,0.4976173939006125,0.0,0.0
32166.0,2025,0,58.97,4472.69,0,1201.46,2080.08,1194,717,76,167.0,0,1046.45,0,349,1065.43,0,1377.59,712.87,120.91,14639.450000000003,1.1407532386804147,14.208730519247649,30.55230900067966,7.277800737049548,0.5191451864653385,2.3839693431105675,4.8695135404677075,4.8977249828374685,9.410121281878757,8.156044113679133,0.4028156795508027,0.0,0.8259190065200536,0.0,8.207002312245336,7.148151057587546,0.0,0.0,0.0
32167.0,2025,0,17.990000000000002,4517.39,20,0.0,863.58,0,170,286,80.0,0,0.0,0,0,1823.17,0,4319.78,859.6,0.0,12957.51,0.6174025719447641,6.664706413500743,34.86310255596947,14.070373088656696,2.2072141947025314,0.0,6.63399063554649,1.3119804653826237,33.338041027944406,0.0,0.13883840336607883,0.15435064298619103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32168.0,2025,0,144.95999999999998,4077.75,15,221.0,341.41,0,97,711,221.88,0,116.0,0,0,1873.48,0,4274.67,905.73,31.82,13031.699999999999,1.7026174635696036,2.619842384339726,31.291005778217734,14.376328491294307,5.455926701811737,0.0,6.950206036050554,0.744338804607227,32.802090287529644,0.0,1.112364465111996,0.11510393885678769,0.24417382229486562,0.0,1.695864699156672,0.890137127159158,0.0,0.0,0.0
32185.0,2025,0,9.0,4290.06,0,1227.39,561.41,119,2264,104,280.88,0,1254.31,0,0,774.47,0,1688.98,971.61,0.0,13545.109999999999,2.073663484460444,4.1447430105772485,31.672389519169652,5.717709195421817,0.7678047649668406,0.0,7.17314218932146,16.714519114278144,12.469297037823983,0.8785458368370578,0.06644464312213043,0.0,0.0,0.0,9.061498946852408,9.260242257168825,0.0,0.0,0.0
32186.0,2025,598,153.95999999999998,3034.02,669,0.0,2149.16,0,472,78,137.0,0,0.0,126,0,812.4399999999999,937,949.8,933.89,46.36,11096.63,1.2346090659957123,19.367681899820035,27.341814586951173,7.321502113704792,0.7029161105669018,0.0,8.415978544837486,4.253543643430483,8.55935540790312,0.0,1.387448261318977,6.028857409862274,0.4177844985369432,8.44400507181009,0.0,0.0,1.1354798709157647,0.0,5.389023514346248
32197.0,2025,0,24.99,4117.58,411,117.0,2053.95,0,1717,34,18.0,0,114.0,106,0,642.76,0,7653.29,832.45,27.27,17869.29,0.10073147841912018,11.494301116608437,23.042773383833378,3.597009170481871,0.190270570347227,0.0,4.658551067222033,9.608663802534963,42.82928980390379,0.0,0.13984886920521183,2.300035423903244,0.15260818980496704,0.0,0.6547546097242811,0.6379660299877611,0.5931964840237076,0.0,0.0
32209.0,2025,0,0.0,3832.38,10,0.0,579.32,0,1458,81,0.0,0,0.0,0,221,690.54,0,2520.38,786.72,82.73,10262.069999999998,0.0,5.6452548072659825,37.34509704182491,6.729051741023011,0.7893144365610449,2.1535616108640854,7.666289549769201,14.20765985809881,24.560152094070695,0.0,0.0,0.09744622673593147,0.8061726337863611,0.0,0.0,0.0,0.0,0.0,0.0
32221.0,2025,0,99.98,4057.0,60,0.0,507.25,61,213,545,32.0,0,0.0,0,5,2029.95,0,3621.34,0.0,523.47,11754.99,0.27222481686500793,4.315188698586728,34.513002563166786,17.26883646859759,4.636328912232167,0.042535127635157495,0.0,1.8119964372577093,30.80683182206025,0.5189285571489215,0.8505324121926092,0.51042153162189,4.453172652635179,0.0,0.0,0.0,0.0,0.0,0.0
32242.0,2025,0,33.98,3831.52,50,1361.42,488.59999999999997,835,2289,579,450.88,0,1298.99,0,0,670.41,0,2337.23,783.67,0.0,15009.699999999999,3.003924129063206,3.2552282857085753,25.526959233029313,4.4665116557959195,3.8575054797897366,0.0,5.221090361566187,15.25013824393559,15.571463786751236,5.563069215240811,0.22638693644776378,0.3331179170802881,0.0,0.0,9.070267893428916,8.654336862162468,0.0,0.0,0.0
32260.0,2025,0,69.98,3058.05,494,0.0,589.1,169,1695,109,132.0,0,0.0,0,0,668.38,0,1753.94,978.0,43.18,9759.630000000001,1.352510289836807,6.036089482900478,31.33366736238976,6.848415360008524,1.1168456181228181,0.0,10.020871692881798,17.367461676313546,17.97137801330583,1.731623022594094,0.7170353794149983,5.061667296813506,0.4424348054178283,0.0,0.0,0.0,0.0,0.0,0.0
32283.0,2025,0,160.95,4768.0,0,60.0,522.52,964,2621,79,202.0,12,10.0,0,0,2114.21,0,6294.55,0.0,411.29,18219.52,1.108700997611353,2.8679130954053673,26.16973443866798,11.604092753266826,0.43360088520444007,0.0,0.0,14.38566987494731,34.54838546789378,5.29102852325418,0.8833931958690459,0.0,2.257414026275116,0.0,0.3293171280033722,0.05488618800056203,0.0,0.06586342560067444,0.0
32308.0,2025,359,0.0,3682.91,52,229.0,172.04,0,3271,569,12.0,0,105.0,0,167,1144.58,0,5281.01,918.38,17.27,15980.19,0.07509297448903925,1.0765829442578592,23.04672222295229,7.162493061722045,3.560658540355277,1.0450438949724628,5.746990492603655,20.46909329613728,33.047229100530096,0.0,0.0,0.3254028894525034,0.10807130578547565,0.0,1.433024263165832,0.6570635267790934,0.0,0.0,2.2465314867970907
32326.0,2025,0,52.99,4499.19,70,0.0,143.57,12,2394,192,624.88,0,0.0,246,15,504.58,0,7620.71,1008.35,10.45,17393.719999999998,3.5925609932780342,0.8254128501551136,25.866749608479385,2.9009320605367916,1.103846675696746,0.08623802153880827,5.797207267910489,13.7635882375938,43.812996874734104,0.06899041723104662,0.30465018408943007,0.4024441005144386,0.06007915500536976,0.0,0.0,0.0,1.4143035532364556,0.0,0.0
32333.0,2025,0,45.980000000000004,4389.23,23,1341.3700000000001,2118.56,0,76,586,286.88,0,1217.28,0,0,748.49,0,1275.53,563.67,34.55,12706.539999999999,2.257734993161002,16.67298887029829,34.54307781662042,5.890588626014635,4.611798333771429,0.0,4.436062059380445,0.5981171900454412,10.038373939719232,0.0,0.361860899977492,0.1810091496190151,0.2719072225798683,0.0,10.556532305411231,9.57994859340151,0.0,0.0,0.0
32345.0,2025,0,78.97,4074.98,648,0.0,2128.57,79,541,80,205.0,0,0.0,202,0,903.8100000000001,1199,3984.82,512.03,7.73,14644.91,1.3998037543419524,14.534537938437314,27.825230745699358,6.17149576200878,0.5462648797432009,0.0,3.496300079686389,3.694116249263396,27.209590226228777,0.5394365687464109,0.5392317194165072,4.424745525919927,0.05278284400518679,8.187144885151223,0.0,0.0,1.3793188213515823,0.0,0.0
32382.0,2025,0,104.97,4355.14,0,64.0,2072.7599999999998,0,190,274,696.88,0,0.0,10,35,691.84,0,712.57,793.67,0.0,10000.83,6.968221637604079,20.72587975198058,43.5477855338007,6.917825820456902,2.7397725988742936,0.3499709524109499,7.936041308571388,1.8998423130880138,7.125108615984874,0.0,1.049612882130783,0.0,0.0,0.0,0.6399468844085942,0.0,0.09999170068884283,0.0,0.0
32387.0,2025,0,159.98,5417.89,483,10.0,849.65,969,627,1014,474.88,0,0.0,0,30,525.96,1014,620.44,939.59,46.36,13181.750000000002,3.6025565649477493,6.445654029244978,41.10144707645039,3.9900620175621597,7.692453581656455,0.2275873840726762,7.127961006694862,4.756576327118933,4.706810552468375,7.3510725055474415,1.2136476567982246,3.664156883570087,0.3516983708536423,7.692453581656455,0.07586246135755872,0.0,0.0,0.0,0.0
32391.0,2025,0,0.0,3632.66,0,0.0,619.24,1214,493,35,627.0,0,0.0,0,0,444.90999999999997,0,2205.71,1137.93,0.0,10409.45,6.023372992809418,5.948825346199847,34.89771313566038,4.274097094467046,0.3362329421823439,0.0,10.931701482787275,4.736081157025588,21.189496082886222,11.662479765981871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32392.0,2025,438,169.96999999999997,4888.16,42,0.0,124.16,0,0,375,120.0,0,0.0,178,65,560.99,0,740.45,647.34,85.0,8434.07,1.4228006170212009,1.4721243717446026,57.957308867486276,6.651474317856029,4.446251928191253,0.7706836675531505,7.675297928520869,0.0,8.779272640611236,0.0,2.0152785072924457,0.4979802159574203,1.0078171037233508,0.0,0.0,0.0,2.1104875819147813,0.0,5.193222252127383
32402.0,2025,0,74.99,3062.09,376,204.0,853.11,0,0,166,343.88,0,74.0,0,0,1882.15,90,2832.2799999999997,984.26,0.0,10942.76,3.1425344245875815,7.796113594742095,27.98279410313303,17.19995686645782,1.5169847460786858,0.0,8.994622928767514,0.0,25.882684076046626,0.0,0.6852932898098834,3.436061834491481,0.0,0.8224616093197693,1.8642463144581438,0.6762462121073659,0.0,0.0,0.0
32403.0,2025,0,171.98,3454.83,24,55.0,507.85,0,0,58,0.0,0,0.0,0,0,634.48,0,5758.63,496.52,90.91,11252.2,0.0,4.513339613586676,30.703595741277255,5.638719539290094,0.5154547555144771,0.0,4.41264819324221,0.0,51.177814116350575,0.0,1.5284122216099962,0.2132916229715078,0.8079308935141573,0.0,0.4887933026430386,0.0,0.0,0.0,0.0
32413.0,2025,0,99.98,3355.5,552,277.0,378.03,0,419,294,7.0,0,172.0,0,30,2672.74,0,2290.15,0.0,442.24,10989.64,0.06369635402069586,3.4398761014919503,30.533302273777853,24.320541892182092,2.675246868869226,0.27298437437441087,0.0,3.8126817620959383,20.839172165785232,0.0,0.9097659249984532,5.022912488489159,4.024153657444648,0.0,2.5205557233903932,1.5651104130799554,0.0,0.0,0.0
32418.0,2025,0,174.97,5441.62,30,999.9,2390.66,0,187,1576,4.0,0,940.09,0,0,1828.46,0,1342.85,994.9,43.18,15953.630000000001,0.025072663713524755,14.985053558343772,34.10897707919764,11.46109067340787,9.878629503128753,0.0,6.236198282146445,1.1721470286072824,8.41720661692668,0.0,1.0967409924888567,0.1880449778514357,0.2706594047874997,0.0,6.26753911178835,5.892640107611872,0.0,0.0,0.0
32437.0,2025,0,19.99,3800.88,559,1297.12,636.24,0,205,205,284.88,0,1172.3,0,10,763.39,0,1210.61,891.04,0.0,11055.45,2.5768286229868527,5.754989620503914,34.38014734814051,6.905101103980389,1.8542890610513365,0.09045312492933348,8.059735243703331,1.8542890610513365,10.95034575707004,0.0,0.18081579673373763,5.056329683549742,0.0,0.0,11.732855740833704,10.603819835465766,0.0,0.0,0.0
32452.0,2025,0,29.99,4562.38,0,15.0,2073.71,0,282,107,0.0,0,0.0,0,0,706.3,0,4127.71,791.02,19.55,12714.66,0.0,16.309598526425404,35.88283131440401,5.555005009964875,0.8415482600399853,0.0,6.221322473428311,2.217912236740896,32.464179144389234,0.0,0.2358694609214875,0.0,0.15375951854001602,0.0,0.11797405514579234,0.0,0.0,0.0,0.0
32491.0,2025,0,0.0,3691.75,466,1046.06,743.63,15,2275,42,83.0,0,917.79,0,0,1713.45,0,1534.8899999999999,739.81,8.64,13277.019999999999,0.6251402799724638,5.600880318023171,27.805561790221,12.905380876130337,0.31633604528727083,0.0,5.572108801523234,17.13486911972717,11.56050077502331,0.11297715903116816,0.0,3.509823740568291,0.06507484360195286,0.0,7.878725798409583,6.912620452481054,0.0,0.0,0.0
32498.0,2025,0,38.98,3500.34,17,7.0,1028.9,44,0,198,10.0,0,0.0,0,0,1462.34,0,2208.84,846.34,0.0,9361.740000000002,0.10681774969183078,10.990478265792468,37.389844195630296,15.62038680843518,2.114991443898249,0.0,9.040413427418406,0.0,23.59433182293035,0.4699980986440554,0.4163755882987563,0.1815901744761123,0.0,0.0,0.07477242478428155,0.0,0.0,0.0,0.0
