from_totally_fake_account,year,total_year_spent
16475,2025,17907.35
16503,2025,16317.78
16506,2025,37943.65
16509,2025,36386.43
16523,2025,25043.79
16532,2025,19646.97
16539,2025,29467.42
16544,2025,18591.35
16546,2025,22973.3
16588,2025,20608.93
16601,2025,18886.39
16615,2025,14149.02
16616,2025,15796.94
16634,2025,33154.16
16638,2025,15416.45
16647,2025,15085.93
16649,2025,13231.05
16652,2025,16027.19
16689,2025,20659.78
16698,2025,31062.88
16706,2025,33108.37
16709,2025,17229.01
16715,2025,20448.33
16731,2025,22239.8
16739,2025,23447.42
16751,2025,16240.81
16753,2025,24885.09
16779,2025,21277.59
16784,2025,26458.43
16801,2025,16011.28
16802,2025,19801.54
16817,2025,18893.35
16826,2025,18518.72
16834,2025,17022.87
16870,2025,20206.68
16882,2025,12582.47
16902,2025,20401.89
16907,2025,33333.840000000004
16913,2025,18260.34
16918,2025,22526.02
16941,2025,19003.97
16944,2025,21191.42
16952,2025,32112.79
16986,2025,21358.43
16993,2025,17238.01
16997,2025,18157.15
17004,2025,14755.66
17016,2025,18547.83
17025,2025,17693.86
17027,2025,19422.47
17034,2025,15651.84
17041,2025,16088.45
17052,2025,12392.61
17056,2025,28095.48
17057,2025,30821.920000000002
17089,2025,32231.46
17098,2025,16054.97
17127,2025,24171.96
17130,2025,13863.52
17137,2025,20960.63
17143,2025,18104.78
17151,2025,38236.46
17155,2025,22288.28
17158,2025,14317.83
17161,2025,14937.02
17163,2025,21960.52
17169,2025,30711.66
17181,2025,21474.32
17185,2025,19178.85
17191,2025,13530.24
17195,2025,23387.09
17196,2025,15980.18
17210,2025,17310.53
17213,2025,19505.46
17225,2025,32139.36
17231,2025,17883.13
17243,2025,13781.619999999999
17256,2025,23523.73
17259,2025,30315.28
17267,2025,13009.63
17276,2025,22774.16
17287,2025,31512.68
17291,2025,34064.44
17294,2025,27425.97
17311,2025,28559.89
17323,2025,30417.94
17328,2025,19159.39
17360,2025,16242.44
17379,2025,39754.29
17382,2025,15905.64
17383,2025,13638.21
17397,2025,18593.35
17398,2025,45141.37
17413,2025,15349.55
17419,2025,35051.89
17424,2025,37077.18
17427,2025,17312.87
17434,2025,17607.94
17443,2025,28705.96
17467,2025,32206.829999999998
17469,2025,24173.06
17479,2025,28694.28
17487,2025,15456.87
17517,2025,34216.27
17526,2025,19864.24
17528,2025,29631.69
17539,2025,17374.75
17555,2025,27950.24
17569,2025,17049.99
17608,2025,20043.45
17613,2025,30483.9
17622,2025,18128.93
17624,2025,20835.33
17647,2025,20416.39
17662,2025,32399.69
17670,2025,20403.920000000002
17679,2025,13503.17
17682,2025,16701.42
17707,2025,25388.36
17717,2025,19768.26
17730,2025,25317.31
17735,2025,16833.51
17741,2025,35826.28
17744,2025,20135.01
17750,2025,31206.57
17756,2025,34773.89
17761,2025,18945.84
17763,2025,19742.97
17765,2025,19827.17
17769,2025,20859.25
17781,2025,33294.37
17794,2025,14850.5
17813,2025,33224.8
17830,2025,19535.36
17844,2025,19876.32
17857,2025,22006.9
17884,2025,21398.94
17905,2025,16768.35
17938,2025,19682.08
17946,2025,22401.92
17947,2025,23093.89
17977,2025,14992.77
18035,2025,19553.53
18041,2025,18968.68
18057,2025,15418.970000000001
18061,2025,21773.24
18075,2025,24566.4
18105,2025,19958.74
18107,2025,22869.3
18114,2025,22579.68
18116,2025,32343.52
18142,2025,29566.91
18153,2025,21599.92
18161,2025,19902.12
18164,2025,21046.33
18168,2025,21585.47
18179,2025,28074.36
18195,2025,17419.02
18199,2025,18574.32
18208,2025,32496.35
18219,2025,35264.51
18252,2025,12603.01
18328,2025,37897.37
18351,2025,14088.12
18353,2025,15066.57
18358,2025,10335.21
18364,2025,28979.0
18365,2025,36520.0
18399,2025,22318.24
18402,2025,33802.03
18405,2025,19925.24
18430,2025,20304.22
18472,2025,31812.57
18488,2025,34124.76
18495,2025,16802.43
18520,2025,32609.62
18528,2025,24165.14
18538,2025,20128.83
18545,2025,25569.23
18555,2025,20218.2
18595,2025,37468.8
18602,2025,32767.96
18604,2025,15282.3
18634,2025,24512.32
18640,2025,32457.22
18648,2025,27109.77
18654,2025,23278.17
18666,2025,16448.91
18690,2025,31053.57
18732,2025,12919.43
18754,2025,17465.17
18758,2025,20169.25
18761,2025,16837.05
18788,2025,18248.07
18793,2025,10384.47
18802,2025,32081.99
18827,2025,42762.53
18834,2025,27400.21
18836,2025,20346.44
18840,2025,16985.02
18852,2025,21941.36
18858,2025,18351.5
18860,2025,31329.43
18865,2025,25554.66
18881,2025,17182.93
18882,2025,16877.83
18909,2025,15196.45
18928,2025,31056.100000000002
18945,2025,32770.89
18981,2025,14213.24
18986,2025,29548.06
18987,2025,12830.28
18993,2025,17823.35
19005,2025,10304.17
19014,2025,17729.69
19015,2025,20221.5
19027,2025,31413.29
19036,2025,11570.96
19071,2025,24317.27
19079,2025,18687.84
19093,2025,19317.25
19124,2025,32257.88
19131,2025,33596.0
19143,2025,19633.46
19147,2025,18008.18
19183,2025,19028.35
19185,2025,13490.05
19195,2025,22189.12
19206,2025,31591.52
19207,2025,17435.93
19212,2025,18400.05
19214,2025,20071.18
19236,2025,19403.41
19245,2025,27544.26
19255,2025,35202.41
19268,2025,15608.89
19305,2025,29564.8
19316,2025,19820.23
19322,2025,32644.16
19325,2025,17284.19
19327,2025,18301.04
19328,2025,20267.03
19369,2025,16555.08
19370,2025,24508.27
19388,2025,33517.15
19399,2025,22000.54
19407,2025,19957.45
19413,2025,17329.03
19425,2025,31276.23
19429,2025,20195.44
19441,2025,33611.79
19481,2025,32191.19
19486,2025,13753.95
19489,2025,30268.82
19491,2025,12031.18
19519,2025,19342.8
19533,2025,34285.09
19545,2025,20405.49
19553,2025,17276.96
19561,2025,17254.08
19566,2025,18238.66
19570,2025,17766.06
19572,2025,39806.82
19589,2025,36456.83
19596,2025,16659.77
19608,2025,20676.8
19613,2025,17158.65
19633,2025,21107.47
19641,2025,17897.94
19668,2025,13656.51
19672,2025,28530.8
19676,2025,11711.24
19680,2025,14638.52
19744,2025,16288.02
19757,2025,15977.45
19758,2025,25412.47
19761,2025,34173.1
19785,2025,38652.98
19810,2025,38177.02
19816,2025,19425.18
19818,2025,15713.81
19841,2025,19889.29
19878,2025,21553.93
19884,2025,19512.22
19900,2025,16395.54
19907,2025,15716.78
19927,2025,13750.33
19928,2025,31505.22
19936,2025,19143.24
19947,2025,15133.59
19949,2025,31851.77
19950,2025,28163.89
19952,2025,32455.21
19954,2025,35857.54
19964,2025,28976.29
19990,2025,20949.81
19993,2025,25674.29
20003,2025,28355.76
20004,2025,38123.86
20005,2025,16488.75
20011,2025,13743.18
20017,2025,36288.85
20029,2025,18236.52
20050,2025,29333.58
20063,2025,20848.94
20076,2025,21239.34
20089,2025,15408.84
20099,2025,18087.02
20100,2025,19299.04
20130,2025,15134.35
20133,2025,16384.89
20145,2025,15974.81
20147,2025,16184.96
20148,2025,27844.32
20164,2025,35395.43
20186,2025,17729.08
20191,2025,16913.39
20197,2025,30467.73
20207,2025,18381.95
20251,2025,35487.98
20253,2025,20279.61
20304,2025,17572.47
20339,2025,24116.96
20381,2025,22345.9
20388,2025,21804.829999999998
20424,2025,18799.99
20431,2025,17585.35
20434,2025,16584.76
20449,2025,18199.24
20486,2025,18432.88
20500,2025,16774.64
20502,2025,22977.41
20505,2025,19283.35
20510,2025,16882.16
20514,2025,16286.86
20568,2025,22685.51
20575,2025,23151.13
20576,2025,29218.54
20577,2025,15798.24
20594,2025,14612.17
20597,2025,25467.85
20610,2025,30845.84
20639,2025,31529.31
20652,2025,29212.99
20661,2025,28561.82
20669,2025,14295.24
20710,2025,33081.61
20724,2025,28806.29
20725,2025,14349.97
20726,2025,35251.12
20729,2025,16052.51
20746,2025,17729.670000000002
20755,2025,20820.79
20756,2025,22744.29
20757,2025,37169.66
20764,2025,16580.17
20769,2025,20890.5
20770,2025,19705.07
20772,2025,14392.0
20786,2025,21734.03
20790,2025,18152.15
20791,2025,30576.41
20801,2025,21810.17
20804,2025,19133.55
20815,2025,33488.25
20818,2025,29220.83
20823,2025,22380.98
20833,2025,15995.66
20840,2025,20445.09
20841,2025,19025.12
20847,2025,33959.04
20911,2025,20026.329999999998
20912,2025,18323.22
20916,2025,18566.23
20921,2025,22075.34
20923,2025,15643.12
20952,2025,21947.06
20955,2025,23474.03
20957,2025,35734.64
20965,2025,30730.94
20980,2025,16315.33
20981,2025,22926.55
20984,2025,24984.19
21000,2025,16064.56
21006,2025,33080.64
21007,2025,18641.96
21015,2025,34142.76
21016,2025,28234.01
21021,2025,27809.7
21025,2025,28815.91
21066,2025,14965.32
21075,2025,23093.37
21087,2025,34377.22
21088,2025,21005.51
21101,2025,30545.02
21112,2025,17305.170000000002
21153,2025,13232.93
21159,2025,16246.99
21164,2025,25782.15
21174,2025,35118.16
21177,2025,19578.09
21178,2025,17305.54
21206,2025,29260.6
21222,2025,22415.19
21230,2025,21494.21
21237,2025,17991.38
21278,2025,15226.0
21299,2025,17721.78
21321,2025,23485.19
21327,2025,19393.05
21353,2025,19816.32
21368,2025,15425.31
21370,2025,20592.55
21382,2025,29143.170000000002
21385,2025,24578.07
21389,2025,29866.19
21435,2025,21007.45
21496,2025,25786.4
21507,2025,22353.84
21515,2025,18619.9
21532,2025,23990.54
21555,2025,19095.47
21563,2025,21457.77
21568,2025,17823.4
21573,2025,22302.36
21575,2025,34546.04
21583,2025,18520.579999999998
21586,2025,19209.11
21593,2025,23399.38
21603,2025,19971.69
21618,2025,27172.87
21631,2025,14968.93
21655,2025,18930.66
21667,2025,20332.63
21686,2025,13789.73
21718,2025,12912.34
21725,2025,16457.91
21727,2025,32741.54
21772,2025,35334.76
21775,2025,17802.4
21781,2025,18536.32
21802,2025,20375.87
21822,2025,38589.11
21826,2025,22649.22
21835,2025,21536.62
21859,2025,22703.66
21887,2025,15495.22
21890,2025,17382.88
21920,2025,22594.079999999998
21921,2025,30085.77
21922,2025,24986.75
21928,2025,22172.32
21937,2025,19197.49
21949,2025,33078.45
21960,2025,26898.32
21987,2025,22299.86
21992,2025,25106.49
22009,2025,15498.32
22016,2025,16887.44
22020,2025,11820.87
22021,2025,14327.08
22026,2025,31943.26
22033,2025,19975.42
22035,2025,28924.829999999998
22044,2025,19972.29
22078,2025,9344.96
22085,2025,13733.18
22106,2025,15553.01
22121,2025,22963.3
22141,2025,21882.5
22148,2025,16919.98
22149,2025,33271.79
22181,2025,30004.96
22188,2025,19617.59
22222,2025,36479.909999999996
22228,2025,30949.2
22229,2025,19433.88
22245,2025,36688.39
22253,2025,16903.48
22275,2025,19534.69
22291,2025,17844.21
22299,2025,33452.84
22305,2025,12815.48
22314,2025,17587.079999999998
22315,2025,20819.84
22328,2025,27946.07
22336,2025,26163.61
22345,2025,20152.24
22351,2025,11979.57
22362,2025,15116.34
22368,2025,26871.72
22382,2025,13364.210000000001
22418,2025,31299.01
22425,2025,26317.53
22429,2025,26105.53
22432,2025,21265.29
22482,2025,12644.15
22483,2025,15682.72
22503,2025,20971.45
22506,2025,17445.86
22520,2025,17380.41
22540,2025,32443.51
22554,2025,14933.62
22567,2025,14030.13
22598,2025,27529.64
22607,2025,34387.12
22622,2025,30084.8
22627,2025,30407.05
22629,2025,35977.34
22683,2025,31805.83
22725,2025,21786.97
22741,2025,38609.84
22749,2025,21598.92
22751,2025,13002.03
22778,2025,31174.72
22786,2025,26101.48
22814,2025,19803.33
22824,2025,22946.8
22828,2025,17253.58
22835,2025,17878.84
22848,2025,29385.13
22849,2025,18576.87
22861,2025,19908.11
22871,2025,35961.75
22873,2025,20143.96
22877,2025,24015.89
22884,2025,24527.67
22916,2025,21916.1
22917,2025,16957.6
22937,2025,13175.12
22950,2025,17902.31
22976,2025,33456.3
22984,2025,19597.51
22985,2025,34350.57
23000,2025,16503.97
23004,2025,23932.6
23007,2025,16253.27
23010,2025,28928.77
23019,2025,18543.35
23029,2025,20935.88
23047,2025,39767.98
23056,2025,18782.23
23067,2025,18626.74
23076,2025,31288.62
23078,2025,18922.3
23086,2025,19844.54
23090,2025,28393.61
23110,2025,16513.86
23119,2025,19178.27
23130,2025,20485.9
23145,2025,34594.59
23151,2025,35178.53
23162,2025,18170.51
23181,2025,35087.69
23185,2025,19122.37
23192,2025,14591.29
23229,2025,18836.11
23230,2025,21260.64
23234,2025,22560.47
23240,2025,12613.210000000001
23265,2025,29046.28
23275,2025,17711.88
23290,2025,24637.34
23296,2025,38096.26
23298,2025,30898.31
23306,2025,17866.94
23311,2025,17842.52
23314,2025,18075.23
23329,2025,18379.5
23336,2025,13865.87
23348,2025,34201.27
23369,2025,16612.48
23387,2025,19309.25
23393,2025,17598.63
23425,2025,32873.12
23428,2025,20417.4
23437,2025,27825.3
23448,2025,20495.82
23456,2025,29187.45
23466,2025,12890.84
23479,2025,19159.51
23486,2025,19611.1
23502,2025,22410.31
23514,2025,17141.65
23521,2025,14686.63
23546,2025,15211.25
23561,2025,29018.07
23572,2025,16069.75
23579,2025,20339.0
23585,2025,18642.24
23590,2025,29589.61
23598,2025,23278.22
23607,2025,15705.77
23612,2025,15434.53
23613,2025,30236.65
23625,2025,29666.47
23637,2025,22545.27
23652,2025,17347.13
23671,2025,32339.46
23685,2025,33219.53
23700,2025,23658.43
23706,2025,17625.94
23714,2025,37492.909999999996
23718,2025,23862.07
23727,2025,19183.68
23733,2025,21182.41
23740,2025,18440.19
23748,2025,27552.42
23754,2025,18347.38
23776,2025,19760.14
23782,2025,31233.63
23793,2025,27279.31
23805,2025,27333.29
23819,2025,20775.33
23824,2025,18855.34
23836,2025,17355.65
23839,2025,34416.46
23846,2025,28982.9
23849,2025,16997.43
23866,2025,16878.67
23872,2025,21165.38
23883,2025,18364.66
23896,2025,17156.87
23906,2025,23411.76
23907,2025,14972.88
23909,2025,16649.14
23936,2025,18232.43
23951,2025,26727.43
23958,2025,18165.76
23969,2025,15834.12
23970,2025,21547.7
23972,2025,22052.06
23978,2025,17662.3
23981,2025,22677.84
23982,2025,20535.12
23991,2025,21713.05
24009,2025,12244.94
24013,2025,22064.19
24024,2025,18332.29
24030,2025,19370.9
24032,2025,24716.05
24033,2025,15708.55
24035,2025,16824.26
24053,2025,13141.71
24059,2025,17119.73
24095,2025,20646.45
24110,2025,14631.74
24112,2025,13575.85
24128,2025,24193.4
24138,2025,18085.94
24185,2025,22234.72
24186,2025,19032.69
24193,2025,19148.76
24198,2025,21398.53
24202,2025,15954.08
24211,2025,31469.02
24217,2025,30273.81
24221,2025,32027.7
24223,2025,20624.62
24230,2025,22363.55
24232,2025,19906.22
24237,2025,21632.29
24247,2025,25337.96
24252,2025,31312.48
24254,2025,35684.26
24271,2025,19931.37
24278,2025,18086.65
24291,2025,27665.48
24301,2025,19444.64
24343,2025,22792.56
24365,2025,24305.11
24375,2025,13627.789999999999
24380,2025,31169.07
24398,2025,19061.76
24441,2025,16136.43
24449,2025,21703.74
24469,2025,34064.01
24475,2025,22596.1
24476,2025,22194.44
24495,2025,18181.81
24515,2025,18559.44
24540,2025,19789.18
24544,2025,17598.74
24547,2025,23119.66
24570,2025,18579.65
24571,2025,25746.36
24575,2025,19608.27
24576,2025,20100.84
24592,2025,32340.41
24600,2025,19073.43
24602,2025,27229.31
24606,2025,37177.61
24618,2025,23348.23
24629,2025,13342.14
24639,2025,27479.6
24641,2025,16497.64
24658,2025,21156.89
24663,2025,17604.74
24676,2025,35866.33
24677,2025,12828.99
24689,2025,28134.41
24698,2025,19903.71
24714,2025,26450.53
24719,2025,20237.86
24726,2025,20281.27
24731,2025,21670.69
24733,2025,26167.35
24739,2025,16916.84
24753,2025,36553.07
24757,2025,27550.5
24760,2025,15741.26
24766,2025,18958.43
24778,2025,14052.82
24787,2025,31944.54
24796,2025,10290.87
24803,2025,32841.46
24815,2025,33943.52
24831,2025,28200.9
24842,2025,15549.89
24848,2025,39672.45
24849,2025,30438.75
24860,2025,31167.99
24867,2025,32099.78
24882,2025,19751.21
24889,2025,20104.52
24890,2025,15862.58
24903,2025,21461.28
24920,2025,26788.5
24931,2025,27855.86
24954,2025,23185.53
24960,2025,25297.010000000002
24964,2025,29822.5
24966,2025,33181.65
24988,2025,16245.15
24990,2025,22023.89
25011,2025,33375.89
25015,2025,36943.92
25032,2025,20424.05
25040,2025,17700.71
25046,2025,25580.35
25050,2025,19348.2
25080,2025,19839.97
25093,2025,20601.15
25097,2025,20098.62
25098,2025,31475.87
25106,2025,19542.19
25115,2025,12034.4
25117,2025,18155.87
25120,2025,20422.079999999998
25125,2025,17046.079999999998
25153,2025,29955.69
25155,2025,11049.06
25162,2025,25046.83
25168,2025,18518.9
25185,2025,12035.66
25192,2025,17015.97
25198,2025,26299.83
25202,2025,26678.600000000002
25209,2025,26469.97
25210,2025,12953.35
25212,2025,22122.03
25219,2025,28789.82
25233,2025,28978.62
25240,2025,22184.74
25253,2025,21850.579999999998
25286,2025,21621.56
25304,2025,25103.71
25305,2025,32880.49
25307,2025,34369.15
25330,2025,36595.23
25361,2025,31165.33
25362,2025,16289.48
25365,2025,17281.88
25399,2025,18989.43
25412,2025,18008.36
25415,2025,21360.02
25429,2025,16265.57
25450,2025,34727.1
25451,2025,15626.82
25453,2025,25311.21
25480,2025,29620.1
25485,2025,16943.3
25503,2025,24537.26
25505,2025,25801.19
25510,2025,21359.92
25513,2025,35912.72
25518,2025,15839.55
25539,2025,22537.32
25543,2025,36254.68
25551,2025,18706.75
25574,2025,24990.39
25584,2025,20734.59
25586,2025,16533.84
25589,2025,30369.649999999998
25594,2025,15960.87
25613,2025,28079.56
25615,2025,17480.82
25630,2025,19081.21
25631,2025,29979.55
25637,2025,33824.23
25639,2025,35393.06
25646,2025,30397.17
25649,2025,29510.29
25652,2025,8079.13
25654,2025,17795.65
25657,2025,18388.82
25685,2025,32919.23
25691,2025,33676.07
25696,2025,20486.56
25711,2025,22884.54
25714,2025,17291.35
25716,2025,19214.2
25718,2025,18404.61
25745,2025,14366.86
25756,2025,20687.32
25758,2025,16922.09
25778,2025,20959.62
25779,2025,21381.71
25781,2025,20494.71
25798,2025,29838.65
25807,2025,18984.99
25812,2025,17868.63
25834,2025,14629.43
25837,2025,32226.28
25838,2025,13584.2
25859,2025,15270.01
25860,2025,29253.85
25866,2025,14448.6
25867,2025,14657.38
25901,2025,33361.87
25906,2025,17565.38
25908,2025,17452.72
25930,2025,29348.06
25933,2025,27602.42
25942,2025,28995.03
25945,2025,22947.07
25965,2025,26112.37
25975,2025,19400.13
25990,2025,16474.13
25997,2025,18395.39
26003,2025,21672.89
26016,2025,13310.79
26047,2025,17939.23
26052,2025,32839.61
26061,2025,26522.45
26091,2025,14043.83
26127,2025,33773.61
26146,2025,18960.39
26149,2025,21414.33
26150,2025,22372.54
26170,2025,29377.48
26173,2025,20812.2
26176,2025,15223.88
26197,2025,17127.38
26230,2025,28615.11
26232,2025,25088.02
26242,2025,15204.24
26244,2025,30991.73
26258,2025,13806.89
26262,2025,30543.77
26263,2025,12510.12
26278,2025,37219.04
26316,2025,20324.9
26322,2025,15299.82
26374,2025,20198.9
26390,2025,27974.37
26397,2025,26788.49
26413,2025,24379.24
26439,2025,18669.25
26447,2025,20837.54
26464,2025,18324.44
26470,2025,15736.17
26475,2025,20109.95
26499,2025,22977.51
26507,2025,18663.98
26508,2025,11312.74
26523,2025,18294.23
26524,2025,13174.88
26534,2025,19443.05
26536,2025,14838.89
26542,2025,35434.16
26558,2025,21371.19
26568,2025,24600.079999999998
26630,2025,16233.89
26646,2025,33337.92
26652,2025,19794.89
26688,2025,31607.579999999998
26714,2025,26619.239999999998
26731,2025,38727.97
26737,2025,29925.06
26805,2025,31090.08
26813,2025,18411.95
26814,2025,21536.43
26819,2025,20227.92
26824,2025,28571.85
26842,2025,25001.13
26846,2025,21202.99
26847,2025,13655.68
26890,2025,21588.34
26937,2025,17320.17
26955,2025,15019.2
26969,2025,16397.58
27006,2025,15721.23
27035,2025,15583.79
27046,2025,31503.08
27062,2025,28398.02
27082,2025,24623.38
27124,2025,35153.86
27134,2025,17251.94
27135,2025,23884.16
27145,2025,35614.96
27151,2025,18022.21
27168,2025,16921.12
27171,2025,30480.44
27173,2025,28982.37
27180,2025,31622.47
27197,2025,12217.04
27204,2025,22481.58
27223,2025,12154.64
27266,2025,32720.82
27287,2025,32590.57
27292,2025,17959.54
27295,2025,30174.29
27296,2025,18191.87
27300,2025,16648.49
27308,2025,18841.44
27331,2025,28389.39
27333,2025,21185.88
27338,2025,27024.05
27342,2025,23631.52
27355,2025,21666.38
27372,2025,31273.3
27399,2025,15255.43
27402,2025,13568.77
27406,2025,18038.71
27409,2025,14494.02
27411,2025,34027.9
27422,2025,23990.66
27425,2025,27073.36
27459,2025,15457.33
27467,2025,30046.01
27522,2025,14588.74
27547,2025,17109.35
27548,2025,13168.18
27550,2025,21571.22
27552,2025,16634.79
27555,2025,16060.13
27575,2025,36336.4
27585,2025,28989.45
27594,2025,17266.78
27618,2025,35222.45
27628,2025,13340.85
27641,2025,39339.25
27649,2025,28645.41
27650,2025,20495.81
27655,2025,12483.27
27661,2025,19761.36
27662,2025,20185.85
27678,2025,36727.32
27697,2025,20955.54
27700,2025,20115.420000000002
27704,2025,21111.05
27746,2025,18135.25
27758,2025,24104.57
27784,2025,20505.2
27794,2025,13355.03
27801,2025,37878.2
27826,2025,25759.9
27860,2025,19369.91
27867,2025,17650.78
27872,2025,16792.66
27887,2025,18751.19
27892,2025,15885.48
27895,2025,31747.2
27899,2025,35280.97
27903,2025,18815.69
27940,2025,14019.27
27941,2025,20540.31
27971,2025,33247.58
27975,2025,15635.24
27979,2025,22772.33
27983,2025,17657.4
27990,2025,22805.61
28032,2025,15707.36
28056,2025,22774.67
28085,2025,19067.3
28095,2025,16027.66
28155,2025,34412.12
28173,2025,15718.2
28181,2025,28380.66
28225,2025,17742.9
28234,2025,19929.36
28242,2025,18696.08
28247,2025,15752.32
28251,2025,26147.2
28272,2025,20095.32
28287,2025,26969.47
28288,2025,14589.04
28313,2025,17934.68
28316,2025,21823.46
28329,2025,23209.1
28366,2025,17890.9
28381,2025,25733.420000000002
28386,2025,16445.3
28391,2025,23247.64
28399,2025,19100.829999999998
28420,2025,26893.579999999998
28441,2025,16946.25
28442,2025,20144.73
28445,2025,28130.91
28448,2025,33858.79
28474,2025,30501.47
28476,2025,22630.81
28479,2025,30659.670000000002
28492,2025,13787.74
28513,2025,33952.58
28516,2025,32519.63
28521,2025,19014.44
28542,2025,18952.12
28551,2025,32995.81
28559,2025,23159.190000000002
28572,2025,20742.07
28574,2025,18828.74
28582,2025,34403.1
28603,2025,17895.52
28620,2025,26024.94
28641,2025,32922.29
28656,2025,36473.38
28669,2025,28573.46
28672,2025,18322.9
28673,2025,18340.57
28676,2025,15671.75
28681,2025,17945.82
28684,2025,20125.5
28690,2025,20883.55
28692,2025,31920.55
28717,2025,28095.09
28719,2025,36224.66
28721,2025,15086.11
28735,2025,31166.15
28744,2025,32682.95
28750,2025,22595.64
28753,2025,22062.11
28767,2025,35726.32
28776,2025,16673.41
28787,2025,26455.35
28790,2025,18497.079999999998
28803,2025,16996.45
28823,2025,13149.97
28845,2025,30555.06
28862,2025,31549.13
28873,2025,34650.98
28887,2025,19680.12
28972,2025,22184.29
28976,2025,21995.43
28992,2025,29515.8
28993,2025,10690.5
29008,2025,18719.33
29030,2025,16638.9
29038,2025,22542.63
29051,2025,22668.37
29058,2025,24341.46
29069,2025,14966.75
29087,2025,29834.07
29111,2025,35252.97
29113,2025,27572.2
29118,2025,16401.32
29136,2025,20595.51
29141,2025,17647.24
29151,2025,16474.76
29164,2025,22710.73
29168,2025,19985.09
29172,2025,14998.34
29173,2025,20075.23
29198,2025,22526.59
29202,2025,21399.56
29210,2025,10077.87
29211,2025,14711.49
29240,2025,25094.08
29242,2025,22899.83
29245,2025,16647.78
29259,2025,17944.82
29264,2025,16160.74
29270,2025,19752.68
29292,2025,22444.25
29302,2025,37015.13
29303,2025,19023.71
29305,2025,16321.34
29308,2025,26978.72
29312,2025,19160.73
29314,2025,15809.32
29326,2025,31223.18
29340,2025,37450.54
29366,2025,30825.23
29401,2025,18251.36
29403,2025,21547.81
29410,2025,27531.16
29414,2025,21158.56
29418,2025,20142.68
29422,2025,20803.07
29439,2025,20602.93
29443,2025,32425.14
29448,2025,32980.77
29449,2025,33635.87
29460,2025,21542.89
29491,2025,16261.09
29529,2025,12470.98
29536,2025,12873.12
29546,2025,31633.84
29600,2025,17313.25
29648,2025,17458.07
29649,2025,32163.09
29677,2025,13852.05
29686,2025,14735.33
29692,2025,15166.12
29699,2025,18834.05
29702,2025,31270.03
29707,2025,16641.26
29708,2025,21942.88
29720,2025,16778.97
29756,2025,23922.86
29764,2025,17832.38
29798,2025,32844.89
29810,2025,19852.57
29813,2025,13730.01
29825,2025,19059.94
29848,2025,26761.36
29859,2025,18922.11
29861,2025,19353.22
29869,2025,17740.829999999998
29890,2025,18508.74
29918,2025,38597.67
29922,2025,22816.26
29926,2025,19585.47
29934,2025,18093.78
29936,2025,30660.69
29962,2025,15262.83
29974,2025,29608.36
29979,2025,13000.42
29987,2025,24378.25
29993,2025,25693.739999999998
30037,2025,14857.53
30040,2025,18132.79
30041,2025,18506.58
30050,2025,28853.1
30053,2025,15657.18
30072,2025,27425.97
30075,2025,35672.83
30077,2025,31561.45
30082,2025,19252.63
30084,2025,16820.98
30096,2025,31870.68
30101,2025,34799.83
30122,2025,34434.07
30125,2025,35202.66
30126,2025,19487.99
30129,2025,16587.78
30143,2025,21538.39
30158,2025,18988.85
30161,2025,27008.11
30179,2025,22281.98
30197,2025,34399.28
30198,2025,13927.41
30200,2025,34473.2
30204,2025,20926.39
30208,2025,32611.86
30211,2025,29761.05
30216,2025,16150.65
30217,2025,29247.61
30254,2025,17198.44
30269,2025,15757.01
30277,2025,14881.02
30279,2025,31505.43
30289,2025,29680.94
30292,2025,20856.2
30302,2025,31822.84
30305,2025,20727.89
30311,2025,19780.69
30331,2025,35093.67
30337,2025,18293.13
30342,2025,17820.29
30350,2025,38731.68
30352,2025,23373.5
30365,2025,22606.0
30379,2025,32694.09
30386,2025,20324.55
30397,2025,15528.32
30430,2025,16372.18
30473,2025,36174.68
30475,2025,15700.7
30479,2025,28105.920000000002
30489,2025,36458.97
30497,2025,18678.4
30508,2025,22060.65
30536,2025,14685.8
30553,2025,40008.840000000004
30605,2025,24903.72
30617,2025,10550.31
30621,2025,30627.41
30625,2025,11554.69
30638,2025,18444.04
30643,2025,23486.53
30655,2025,37640.86
30659,2025,16105.9
30673,2025,16118.89
30728,2025,33318.66
30758,2025,17058.84
30760,2025,20796.52
30772,2025,15362.92
30868,2025,32347.39
30873,2025,18762.04
30875,2025,32648.28
30885,2025,16240.25
30886,2025,26986.27
30891,2025,17792.36
30894,2025,20717.01
30913,2025,13754.93
30923,2025,18422.2
30942,2025,18033.63
30949,2025,19695.69
30962,2025,27198.63
30976,2025,35228.05
30986,2025,32423.920000000002
30999,2025,16036.81
31002,2025,19457.86
31018,2025,15688.22
31030,2025,16997.56
31043,2025,33079.87
31053,2025,17685.4
31056,2025,16490.47
31063,2025,34112.26
31091,2025,16850.05
31105,2025,13637.36
31119,2025,30026.09
31134,2025,14802.67
31140,2025,18742.55
31151,2025,17566.45
31155,2025,20707.32
31184,2025,15424.17
31243,2025,19125.91
31249,2025,30348.05
31267,2025,18048.829999999998
31285,2025,13802.12
31291,2025,32030.98
31299,2025,20463.39
31302,2025,21741.7
31303,2025,15526.59
31329,2025,22313.76
31354,2025,17102.02
31370,2025,17874.8
31400,2025,32047.02
31418,2025,18826.47
31438,2025,27812.66
31467,2025,19216.78
31468,2025,21420.73
31469,2025,19202.16
31489,2025,18757.02
31494,2025,25423.86
31502,2025,18168.52
