from_totally_fake_account,recency,frequency,monetary,r_score,f_score,m_score
25153,0,779,29955.69,1,1,4
25155,1,964,11049.06,2,1,1
25162,1,965,25046.83,2,1,3
25168,0,1192,18518.9,1,3,2
25185,0,999,12035.66,1,2,1
25192,0,1341,17015.97,1,3,1
25198,2,658,26299.83,2,1,3
25202,1,1022,26678.600000000002,2,2,3
25209,0,958,26469.97,1,1,3
25210,0,1280,12953.35,1,3,1
25212,0,1997,22122.03,1,4,3
25219,0,1063,28789.82,1,2,3
25233,1,781,28978.62,2,1,4
25240,0,1221,22184.74,1,3,3
25253,0,1702,21850.579999999998,1,4,3
25286,0,1881,21621.56,1,4,3
25304,0,1652,25103.71,1,4,3
25305,0,1155,32880.49,1,3,4
25307,0,1266,34369.15,1,3,4
25330,0,1385,36595.23,1,3,4
25361,0,1265,31165.33,1,3,4
25362,0,1211,16289.48,1,3,1
25365,0,1161,17281.88,1,3,1
25399,0,781,18989.43,1,1,2
25412,0,1258,18008.36,1,3,2
25415,0,1554,21360.02,1,4,3
25429,0,1762,16265.57,1,4,1
25450,0,1451,34727.1,1,3,4
25451,0,1940,15626.82,1,4,1
25453,0,640,25311.21,1,1,3
25480,0,1621,29620.1,1,4,4
25485,0,1130,16943.3,1,2,1
25503,0,1384,24537.26,1,3,3
25505,0,1509,25801.19,1,4,3
25510,1,1064,21359.92,2,2,3
25513,0,1231,35912.72,1,3,4
25518,0,1302,15839.55,1,3,1
25539,3,554,22537.32,3,1,3
25543,0,1696,36254.68,1,4,4
25551,1,1048,18706.75,2,2,2
25574,0,1528,24990.39,1,4,3
25584,1,964,20734.59,2,1,2
25586,0,996,16533.84,1,2,1
25589,0,1291,30369.649999999998,1,3,4
25594,0,1082,15960.87,1,2,1
25613,0,1443,28079.56,1,3,3
25615,0,1199,17480.82,1,3,1
25630,0,1971,19081.21,1,4,2
25631,0,1079,29979.55,1,2,4
25637,0,1930,33824.23,1,4,4
25639,0,1745,35393.06,1,4,4
25646,0,1272,30397.17,1,3,4
25649,0,988,29510.29,1,1,4
25652,0,616,8079.13,1,1,1
25654,0,1112,17795.65,1,2,2
25657,0,1614,18388.82,1,4,2
25685,0,978,32919.23,1,1,4
25691,0,926,33676.07,1,1,4
25696,0,1626,20486.56,1,4,2
25711,0,1985,22884.54,1,4,3
25714,0,1692,17291.35,1,4,1
25716,0,1729,19214.2,1,4,2
25718,0,1848,18404.61,1,4,2
25745,0,820,14366.86,1,1,1
25756,0,1287,20687.32,1,3,2
25758,0,1199,16922.09,1,3,1
25778,0,858,20959.62,1,1,2
25779,0,1426,21381.71,1,3,3
25781,0,1419,20494.71,1,3,2
25798,0,1212,29838.65,1,3,4
25807,0,1139,18984.99,1,2,2
25812,0,1292,17868.63,1,3,2
25834,0,976,14629.43,1,1,1
25837,0,1250,32226.28,1,3,4
25838,0,1065,13584.2,1,2,1
25859,0,1667,15270.01,1,4,1
25860,0,1594,29253.85,1,4,4
25866,0,962,14448.6,1,1,1
25867,1,1023,14657.38,2,2,1
25901,1,1107,33361.87,2,2,4
25906,0,1215,17565.38,1,3,1
25908,0,1718,17452.72,1,4,1
25930,0,1268,29348.06,1,3,4
25933,1,795,27602.42,2,1,3
25942,0,1015,28995.03,1,2,4
25945,2,915,22947.07,2,1,3
25965,0,700,26112.37,1,1,3
25975,0,1826,19400.13,1,4,2
25990,0,945,16474.13,1,1,1
25997,0,1861,18395.39,1,4,2
26003,0,1116,21672.89,1,2,3
26016,0,664,13310.79,1,1,1
26047,1,745,17939.23,2,1,2
26052,0,1622,32839.61,1,4,4
26061,0,1803,26522.45,1,4,3
26091,0,1684,14043.83,1,4,1
26127,0,894,33773.61,1,1,4
26146,0,1142,18960.39,1,2,2
26149,0,1325,21414.33,1,3,3
26150,0,999,22372.54,1,2,3
26170,0,1116,29377.48,1,2,4
26173,0,1903,20812.2,1,4,2
26176,2,1009,15223.88,2,2,1
26197,0,1039,17127.38,1,2,1
26230,0,1035,28615.11,1,2,3
26232,0,1292,25088.02,1,3,3
26242,0,899,15204.24,1,1,1
26244,0,851,30991.73,1,1,4
26258,1,950,13806.89,2,1,1
26262,0,1073,30543.77,1,2,4
26263,1,778,12510.12,2,1,1
26278,0,1250,37219.04,1,3,4
26316,0,971,20324.9,1,1,2
26322,0,766,15299.82,1,1,1
26374,0,1277,20198.9,1,3,2
26390,1,568,27974.37,2,1,3
26397,0,1099,26788.49,1,2,3
26413,1,741,24379.24,2,1,3
26439,0,1191,18669.25,1,3,2
26447,0,1172,20837.54,1,3,2
26464,0,1222,18324.44,1,3,2
26470,2,965,15736.17,2,1,1
26475,0,1372,20109.95,1,3,2
26499,0,798,22977.51,1,1,3
26507,0,989,18663.98,1,1,2
26508,1,805,11312.74,2,1,1
26523,0,1631,18294.23,1,4,2
26524,0,824,13174.88,1,1,1
26534,0,1382,19443.05,1,3,2
26536,0,1480,14838.89,1,3,1
26542,0,1409,35434.16,1,3,4
26558,0,1113,21371.19,1,2,3
26568,0,2068,24600.079999999998,1,4,3
26630,0,1189,16233.89,1,3,1
26646,0,1031,33337.92,1,2,4
26652,0,1291,19794.89,1,3,2
26688,0,1124,31607.579999999998,1,2,4
26714,0,1228,26619.239999999998,1,3,3
26731,0,1597,38727.97,1,4,4
26737,0,953,29925.06,1,1,4
26805,0,1258,31090.08,1,3,4
26813,0,1013,18411.95,1,2,2
26814,0,1243,21536.43,1,3,3
26819,0,1082,20227.92,1,2,2
26824,0,1037,28571.85,1,2,3
26842,1,933,25001.13,2,1,3
26846,0,1636,21202.99,1,4,3
26847,0,1071,13655.68,1,2,1
26890,0,2208,21588.34,1,4,3
26937,0,988,17320.17,1,1,1
26955,0,984,15019.2,1,1,1
26969,0,1457,16397.58,1,3,1
27006,3,1180,15721.23,3,3,1
27035,1,1063,15583.79,2,2,1
27046,0,1760,31503.08,1,4,4
27062,2,707,28398.02,2,1,3
27082,0,916,24623.38,1,1,3
27124,0,1844,35153.86,1,4,4
27134,0,939,17251.94,1,1,1
27135,1,1172,23884.16,2,3,3
27145,1,1523,35614.96,2,4,4
27151,0,970,18022.21,1,1,2
27168,0,1066,16921.12,1,2,1
27171,0,1037,30480.44,1,2,4
27173,0,865,28982.37,1,1,4
27180,0,1099,31622.47,1,2,4
27197,1,770,12217.04,2,1,1
27204,2,981,22481.58,2,1,3
27223,2,750,12154.64,2,1,1
27266,0,1218,32720.82,1,3,4
27287,0,891,32590.57,1,1,4
27292,0,1414,17959.54,1,3,2
27295,0,1071,30174.29,1,2,4
27296,0,1140,18191.87,1,2,2
27300,0,1177,16648.49,1,3,1
27308,1,870,18841.44,2,1,2
27331,1,627,28389.39,2,1,3
27333,1,1129,21185.88,2,2,3
27338,0,1047,27024.05,1,2,3
27342,0,1901,23631.52,1,4,3
27355,0,945,21666.38,1,1,3
27372,0,927,31273.3,1,1,4
27399,0,1926,15255.43,1,4,1
27402,0,1183,13568.77,1,3,1
27406,0,1639,18038.71,1,4,2
27409,1,994,14494.02,2,2,1
27411,0,1409,34027.9,1,3,4
27422,0,1417,23990.66,1,3,3
27425,0,1020,27073.36,1,2,3
27459,0,890,15457.33,1,1,1
27467,1,857,30046.01,2,1,4
27522,1,780,14588.74,2,1,1
27547,1,912,17109.35,2,1,1
27548,1,1004,13168.18,2,2,1
27550,0,1023,21571.22,1,2,3
27552,1,820,16634.79,2,1,1
27555,1,916,16060.13,2,1,1
27575,0,1839,36336.4,1,4,4
27585,0,926,28989.45,1,1,4
27594,0,1153,17266.78,1,2,1
27618,1,1325,35222.45,2,3,4
27628,0,793,13340.85,1,1,1
27641,0,859,39339.25,1,1,4
27649,0,1342,28645.41,1,3,3
27650,1,1242,20495.81,2,3,2
27655,0,849,12483.27,1,1,1
27661,0,1822,19761.36,1,4,2
27662,0,1146,20185.85,1,2,2
27678,0,1925,36727.32,1,4,4
27697,0,1714,20955.54,1,4,2
27700,0,1383,20115.420000000002,1,3,2
27704,0,1649,21111.05,1,4,3
27746,0,1082,18135.25,1,2,2
27758,0,1155,24104.57,1,3,3
27784,0,1531,20505.2,1,4,2
27794,0,936,13355.03,1,1,1
27801,0,1026,37878.2,1,2,4
27826,0,1332,25759.9,1,3,3
27860,1,891,19369.91,2,1,2
27867,0,1740,17650.78,1,4,1
27872,0,1195,16792.66,1,3,1
27887,0,1305,18751.19,1,3,2
27892,0,1082,15885.48,1,2,1
27895,0,968,31747.2,1,1,4
27899,0,1949,35280.97,1,4,4
27903,2,770,18815.69,2,1,2
27940,0,733,14019.27,1,1,1
27941,1,846,20540.31,2,1,2
27971,0,1452,33247.58,1,3,4
27975,0,991,15635.24,1,2,1
27979,1,1217,22772.33,2,3,3
27983,0,2026,17657.4,1,4,1
27990,0,1059,22805.61,1,2,3
28032,0,1099,15707.36,1,2,1
28056,3,854,22774.67,3,1,3
28085,1,1035,19067.3,2,2,2
28095,0,933,16027.66,1,1,1
28155,0,938,34412.12,1,1,4
28173,0,952,15718.2,1,1,1
28181,0,854,28380.66,1,1,3
28225,0,992,17742.9,1,2,2
28234,0,1443,19929.36,1,3,2
28242,0,1772,18696.08,1,4,2
28247,0,1114,15752.32,1,2,1
28251,1,1194,26147.2,2,3,3
28272,0,1312,20095.32,1,3,2
28287,0,797,26969.47,1,1,3
28288,0,992,14589.04,1,2,1
28313,0,944,17934.68,1,1,2
28316,0,1750,21823.46,1,4,3
28329,0,1465,23209.1,1,3,3
28366,0,696,17890.9,1,1,2
28381,2,782,25733.420000000002,2,1,3
28386,0,1288,16445.3,1,3,1
28391,2,1023,23247.64,2,2,3
28399,0,1022,19100.829999999998,1,2,2
28420,0,1987,26893.579999999998,1,4,3
28441,0,1250,16946.25,1,3,1
28442,0,910,20144.73,1,1,2
28445,0,928,28130.91,1,1,3
28448,0,1789,33858.79,1,4,4
28474,1,786,30501.47,2,1,4
28476,0,1688,22630.81,1,4,3
28479,3,772,30659.670000000002,3,1,4
28492,1,1044,13787.74,2,2,1
28513,0,1792,33952.58,1,4,4
28516,0,904,32519.63,1,1,4
28521,0,1632,19014.44,1,4,2
28542,2,1197,18952.12,2,3,2
28551,0,1077,32995.81,1,2,4
28559,0,1522,23159.190000000002,1,4,3
28572,0,1293,20742.07,1,3,2
28574,0,847,18828.74,1,1,2
28582,0,1809,34403.1,1,4,4
28603,0,1654,17895.52,1,4,2
28620,0,745,26024.94,1,1,3
28641,0,1384,32922.29,1,3,4
28656,1,1476,36473.38,2,3,4
28669,0,1339,28573.46,1,3,3
28672,0,698,18322.9,1,1,2
28673,0,1009,18340.57,1,2,2
28676,0,1640,15671.75,1,4,1
28681,0,888,17945.82,1,1,2
28684,1,1018,20125.5,2,2,2
28690,0,1250,20883.55,1,3,2
28692,0,1429,31920.55,1,3,4
28717,2,950,28095.09,2,1,3
28719,1,1048,36224.66,2,2,4
28721,0,971,15086.11,1,1,1
28735,0,1021,31166.15,1,2,4
28744,0,1459,32682.95,1,3,4
28750,0,1711,22595.64,1,4,3
28753,1,1156,22062.11,2,3,3
28767,0,1730,35726.32,1,4,4
28776,0,1799,16673.41,1,4,1
28787,0,994,26455.35,1,2,3
28790,3,1177,18497.079999999998,3,3,2
28803,0,1046,16996.45,1,2,1
28823,1,976,13149.97,2,1,1
28845,0,1421,30555.06,1,3,4
28862,0,1235,31549.13,1,3,4
28873,0,1825,34650.98,1,4,4
28887,0,1268,19680.12,1,3,2
28972,0,1775,22184.29,1,4,3
28976,0,1249,21995.43,1,3,3
28992,1,1194,29515.8,2,3,4
28993,0,751,10690.5,1,1,1
29008,0,1632,18719.33,1,4,2
29030,0,1084,16638.9,1,2,1
29038,0,1736,22542.63,1,4,3
29051,0,1759,22668.37,1,4,3
29058,0,1458,24341.46,1,3,3
29069,1,1030,14966.75,2,2,1
29087,0,642,29834.07,1,1,4
29111,1,1027,35252.97,2,2,4
29113,0,1099,27572.2,1,2,3
29118,1,831,16401.32,2,1,1
29136,0,1023,20595.51,1,2,2
29141,1,1113,17647.24,2,2,1
29151,0,1277,16474.76,1,3,1
29164,0,1387,22710.73,1,3,3
29168,0,1351,19985.09,1,3,2
29172,2,756,14998.34,2,1,1
29173,0,1003,20075.23,1,2,2
29198,0,1451,22526.59,1,3,3
29202,0,1152,21399.56,1,2,3
29210,2,732,10077.87,2,1,1
29211,0,1050,14711.49,1,2,1
29240,0,1906,25094.08,1,4,3
29242,0,993,22899.83,1,2,3
29245,0,1664,16647.78,1,4,1
29259,0,1214,17944.82,1,3,2
29264,2,1028,16160.74,2,2,1
29270,0,1034,19752.68,1,2,2
29292,0,951,22444.25,1,1,3
29302,0,1419,37015.13,1,3,4
29303,0,1062,19023.71,1,2,2
29305,0,1318,16321.34,1,3,1
29308,0,893,26978.72,1,1,3
29312,0,1059,19160.73,1,2,2
29314,0,935,15809.32,1,1,1
29326,0,1115,31223.18,1,2,4
29340,0,2111,37450.54,1,4,4
29366,0,1190,30825.23,1,3,4
29401,0,1127,18251.36,1,2,2
29403,0,2329,21547.81,1,4,3
29410,1,1067,27531.16,2,2,3
29414,0,924,21158.56,1,1,3
29418,2,955,20142.68,2,1,2
29422,2,1033,20803.07,2,2,2
29439,0,1365,20602.93,1,3,2
29443,0,1415,32425.14,1,3,4
29448,0,1379,32980.77,1,3,4
29449,0,1716,33635.87,1,4,4
29460,0,2147,21542.89,1,4,3
29491,0,1071,16261.09,1,2,1
29529,0,818,12470.98,1,1,1
29536,0,927,12873.12,1,1,1
29546,3,882,31633.84,3,1,4
29600,1,1044,17313.25,2,2,1
29648,0,1226,17458.07,1,3,1
29649,0,1678,32163.09,1,4,4
29677,1,807,13852.05,2,1,1
29686,3,1079,14735.33,3,2,1
29692,1,1004,15166.12,2,2,1
29699,1,1053,18834.05,2,2,2
29702,0,1130,31270.03,1,2,4
29707,0,1110,16641.26,1,2,1
29708,0,1658,21942.88,1,4,3
29720,0,1111,16778.97,1,2,1
29756,0,1189,23922.86,1,3,3
29764,0,1948,17832.38,1,4,2
29798,0,1880,32844.89,1,4,4
29810,0,1261,19852.57,1,3,2
29813,0,1047,13730.01,1,2,1
29825,0,1316,19059.94,1,3,2
29848,0,1192,26761.36,1,3,3
29859,0,1190,18922.11,1,3,2
29861,1,1305,19353.22,2,3,2
29869,3,1079,17740.829999999998,3,2,2
29890,0,981,18508.74,1,1,2
29918,0,1176,38597.67,1,3,4
29922,0,1353,22816.26,1,3,3
29926,2,1044,19585.47,2,2,2
29934,0,1335,18093.78,1,3,2
29936,1,959,30660.69,2,1,4
29962,0,910,15262.83,1,1,1
29974,0,751,29608.36,1,1,4
29979,0,1251,13000.42,1,3,1
29987,0,914,24378.25,1,1,3
29993,0,810,25693.739999999998,1,1,3
30037,0,1078,14857.53,1,2,1
30040,0,1427,18132.79,1,3,2
30041,1,929,18506.58,2,1,2
30050,0,2025,28853.1,1,4,3
30053,0,1279,15657.18,1,3,1
30072,0,983,27425.97,1,1,3
30075,0,1782,35672.83,1,4,4
30077,3,680,31561.45,3,1,4
30082,0,1150,19252.63,1,2,2
30084,1,1025,16820.98,2,2,1
30096,1,1135,31870.68,2,2,4
30101,0,1523,34799.83,1,4,4
30122,0,1901,34434.07,1,4,4
30125,0,1284,35202.66,1,3,4
30126,0,919,19487.99,1,1,2
30129,0,1201,16587.78,1,3,1
30143,0,1134,21538.39,1,2,3
30158,0,1619,18988.85,1,4,2
30161,0,1527,27008.11,1,4,3
30179,0,1235,22281.98,1,3,3
30197,0,1589,34399.28,1,4,4
30198,1,934,13927.41,2,1,1
30200,0,1255,34473.2,1,3,4
30204,0,1045,20926.39,1,2,2
30208,0,1016,32611.86,1,2,4
30211,0,1154,29761.05,1,2,4
30216,0,959,16150.65,1,1,1
30217,0,1779,29247.61,1,4,4
30254,0,1020,17198.44,1,2,1
30269,1,1204,15757.01,2,3,1
30277,0,1010,14881.02,1,2,1
30279,0,1693,31505.43,1,4,4
30289,0,1083,29680.94,1,2,4
30292,0,1709,20856.2,1,4,2
30302,0,1795,31822.84,1,4,4
30305,0,1037,20727.89,1,2,2
30311,0,1562,19780.69,1,4,2
30331,0,942,35093.67,1,1,4
30337,1,780,18293.13,2,1,2
30342,0,1723,17820.29,1,4,2
30350,0,1699,38731.68,1,4,4
30352,0,1050,23373.5,1,2,3
30365,0,1445,22606.0,1,3,3
30379,1,768,32694.09,2,1,4
30386,0,861,20324.55,1,1,2
30397,0,964,15528.32,1,1,1
30430,0,1640,16372.18,1,4,1
30473,0,1807,36174.68,1,4,4
30475,0,1663,15700.7,1,4,1
30479,0,1162,28105.920000000002,1,3,3
30489,0,1887,36458.97,1,4,4
30497,1,1126,18678.4,2,2,2
30508,0,1192,22060.65,1,3,3
30536,0,1631,14685.8,1,4,1
30553,0,1903,40008.840000000004,1,4,4
30605,0,1812,24903.72,1,4,3
30617,2,537,10550.31,2,1,1
30621,0,914,30627.41,1,1,4
30625,1,843,11554.69,2,1,1
30638,1,1105,18444.04,2,2,2
30643,0,1113,23486.53,1,2,3
30655,0,1210,37640.86,1,3,4
30659,0,1193,16105.9,1,3,1
30673,0,1278,16118.89,1,3,1
30728,0,1686,33318.66,1,4,4
30758,0,1049,17058.84,1,2,1
30760,0,1734,20796.52,1,4,2
30772,1,1025,15362.92,2,2,1
30868,0,1199,32347.39,1,3,4
30873,0,1202,18762.04,1,3,2
30875,0,833,32648.28,1,1,4
30885,0,1033,16240.25,1,2,1
30886,0,984,26986.27,1,1,3
30891,1,956,17792.36,2,1,2
30894,0,1249,20717.01,1,3,2
30913,0,833,13754.93,1,1,1
30923,0,1119,18422.2,1,2,2
30942,1,1087,18033.63,2,2,2
30949,0,1398,19695.69,1,3,2
30962,0,1995,27198.63,1,4,3
30976,1,1272,35228.05,2,3,4
30986,0,1694,32423.920000000002,1,4,4
30999,0,1072,16036.81,1,2,1
31002,0,1597,19457.86,1,4,2
31018,0,998,15688.22,1,2,1
31030,0,871,16997.56,1,1,1
31043,0,1648,33079.87,1,4,4
31053,0,993,17685.4,1,2,1
31056,0,1132,16490.47,1,2,1
31063,0,1114,34112.26,1,2,4
31091,2,740,16850.05,2,1,1
31105,0,669,13637.36,1,1,1
31119,1,842,30026.09,2,1,4
31134,0,1588,14802.67,1,4,1
31140,0,1904,18742.55,1,4,2
31151,0,1113,17566.45,1,2,1
31155,0,1727,20707.32,1,4,2
31184,0,825,15424.17,1,1,1
31243,0,1489,19125.91,1,3,2
31249,0,2066,30348.05,1,4,4
31267,0,934,18048.829999999998,1,1,2
31285,1,927,13802.12,2,1,1
31291,0,673,32030.98,1,1,4
31299,0,1764,20463.39,1,4,2
31302,2,608,21741.7,2,1,3
31303,3,1043,15526.59,3,2,1
31329,0,1589,22313.76,1,4,3
31354,0,1127,17102.02,1,2,1
31370,0,854,17874.8,1,1,2
31400,0,1226,32047.02,1,3,4
31418,0,1438,18826.47,1,3,2
31438,1,937,27812.66,2,1,3
31467,0,1661,19216.78,1,4,2
31468,0,1176,21420.73,1,3,3
31469,0,948,19202.16,1,1,2
31489,0,1103,18757.02,1,2,2
31494,0,1300,25423.86,1,3,3
31502,0,1869,18168.52,1,4,2
31509,1,1132,17152.11,2,2,1
31514,0,1234,13463.2,1,3,1
31522,0,952,17806.84,1,1,2
31540,0,763,9434.37,1,1,1
31543,0,1013,19561.12,1,2,2
31544,0,1133,18498.8,1,2,2
31550,0,1428,36737.74,1,3,4
31551,0,2044,20033.81,1,4,2
31562,0,1195,16225.07,1,3,1
31596,1,1024,23154.03,2,2,3
31650,0,1829,24254.51,1,4,3
31655,2,722,20396.89,2,1,2
31659,0,1267,34253.24,1,3,4
31664,1,965,26948.52,2,1,3
31673,2,907,24606.21,2,1,3
31681,0,1090,14923.8,1,2,1
31686,0,1500,16310.32,1,3,1
31703,1,1073,22519.31,2,2,3
31707,0,1092,17702.22,1,2,2
31726,0,1746,19440.76,1,4,2
31749,0,1104,18682.52,1,2,2
31763,0,1130,18525.4,1,2,2
31770,0,1699,36865.93,1,4,4
31789,0,1076,19622.55,1,2,2
31792,0,1503,20543.23,1,4,2
31797,3,594,30480.3,3,1,4
31803,0,1051,29896.5,1,2,4
31814,0,1216,15164.32,1,3,1
31817,0,1072,22220.32,1,2,3
31827,0,1169,23440.45,1,3,3
31832,0,1179,21745.46,1,3,3
31834,0,1382,25126.36,1,3,3
31840,0,1334,24403.06,1,3,3
31842,1,744,31143.12,2,1,4
31871,1,751,29752.07,2,1,4
31891,0,1204,34430.56,1,3,4
31898,0,1257,20900.01,1,3,2
31907,1,851,13233.49,2,1,1
31910,2,926,18426.420000000002,2,1,2
31938,0,986,17686.66,1,1,1
31940,0,1102,19148.56,1,2,2
31948,0,1091,18868.38,1,2,2
31949,0,1765,22529.49,1,4,3
31957,0,1719,20521.22,1,4,2
31962,1,1197,20201.47,2,3,2
31974,0,1696,18543.96,1,4,2
32016,0,1624,14585.51,1,4,1
32029,0,1179,30887.92,1,3,4
32035,1,901,18461.39,2,1,2
32065,0,1173,21152.24,1,3,3
32075,0,1275,18562.29,1,3,2
32108,0,1334,14492.68,1,3,1
32109,0,1098,17712.66,1,2,2
32112,0,1380,17836.62,1,3,2
32131,0,1238,14913.42,1,3,1
32146,0,1067,17514.81,1,2,1
32150,0,1448,31737.19,1,3,4
32156,0,1234,22102.74,1,3,3
32166,0,1817,24997.05,1,4,3
32167,0,1328,19359.4,1,3,2
32168,0,1102,15038.33,1,2,1
32185,0,1148,33540.42,1,2,4
32186,0,1585,29451.73,1,4,4
32197,0,1676,19786.18,1,4,2
32209,0,868,11755.07,1,1,1
32221,0,1103,18838.83,1,2,2
32242,0,1070,16259.3,1,2,1
32260,1,968,12958.59,2,1,1
32283,0,1334,38409.77,1,3,4
32308,0,891,35933.21,1,1,4
32326,0,933,22297.920000000002,1,1,3
32333,0,1708,14409.99,1,4,1
32345,0,1677,22482.94,1,4,3
32382,0,1624,15007.68,1,4,1
32387,0,1414,20230.95,1,3,2
32391,0,872,28477.1,1,1,3
32392,0,918,14347.65,1,1,1
32402,0,1209,12072.03,1,3,1
32403,0,821,28609.15,1,1,3
32413,0,1121,19102.81,1,2,2
32418,0,2293,36410.84,1,4,4
32437,0,1084,14805.2,1,2,1
32452,0,1653,22282.86,1,4,3
32491,0,1214,14371.97,1,3,1
32498,0,1163,23217.079999999998,1,3,3
32516,0,1118,13676.79,1,2,1
32521,0,1981,25835.0,1,4,3
32534,0,1344,18644.91,1,3,2
32541,0,1957,35883.41,1,4,4
32573,1,649,28127.42,2,1,3
32587,0,798,27831.8,1,1,3
32614,1,938,12945.37,2,1,1
32619,0,1113,34582.99,1,2,4
32635,0,2130,21721.02,1,4,3
32641,0,1759,19087.33,1,4,2
32649,0,961,35460.17,1,1,4
32661,0,1085,21580.0,1,2,3
32692,0,926,26160.47,1,1,3
32706,0,1409,34013.57,1,3,4
32732,0,963,14040.39,1,1,1
32737,0,1033,20044.75,1,2,2
32754,0,977,34683.52,1,1,4
32757,0,968,29766.1,1,1,4
32759,0,959,30194.27,1,1,4
32760,0,1140,19806.329999999998,1,2,2
32767,0,1580,20902.02,1,4,2
32768,0,1338,20152.5,1,3,2
32790,1,794,11197.08,2,1,1
32798,0,1009,27679.87,1,2,3
32807,0,1134,31760.98,1,2,4
32808,0,1169,17405.33,1,3,1
32827,0,2084,23906.61,1,4,3
32832,0,1504,20851.28,1,4,2
32838,0,845,16808.77,1,1,1
32854,2,765,29221.9,2,1,4
32858,1,1108,14820.6,2,2,1
32859,0,1099,14572.98,1,2,1
32865,0,1339,18480.86,1,3,2
32889,0,1122,19993.53,1,2,2
32891,0,1062,32649.63,1,2,4
32898,2,787,17930.4,2,1,2
32955,0,1665,31121.0,1,4,4
32978,1,1160,22877.92,2,3,3
32988,0,1484,19146.51,1,3,2
32991,0,884,20634.43,1,1,2
32997,0,1210,39759.67,1,3,4
32998,0,1539,35647.55,1,4,4
33015,0,1425,31183.54,1,3,4
33018,0,1069,19896.81,1,2,2
33047,0,1091,21092.55,1,2,3
33051,0,1171,19216.26,1,3,2
33065,0,957,17769.73,1,1,2
33082,0,1354,19775.32,1,3,2
33086,1,1632,30136.93,2,4,4
33092,0,1100,16663.91,1,2,1
33112,0,1016,17776.08,1,2,2
33121,0,2082,24320.61,1,4,3
33124,0,819,10363.91,1,1,1
33131,0,1236,20915.07,1,3,2
33132,0,1180,18246.829999999998,1,3,2
33156,0,1293,32349.54,1,3,4
33192,1,1037,30486.07,2,2,4
33257,0,1148,16583.23,1,2,1
33266,0,1480,32467.25,1,3,4
33270,0,1236,18470.829999999998,1,3,2
33284,1,1209,26172.64,2,3,3
33298,0,1172,35377.93,1,3,4
33313,2,618,16186.05,2,1,1
33321,0,986,21413.88,1,1,3
33334,0,960,28242.51,1,1,3
33335,0,1283,14906.49,1,3,1
33362,0,927,30962.25,1,1,4
33411,0,1056,31140.25,1,2,4
33443,0,1459,12622.3,1,3,1
33483,1,1024,20025.02,2,2,2
33486,0,1631,24049.06,1,4,3
33491,0,1250,27265.63,1,3,3
33506,0,782,13500.17,1,1,1
33512,0,1096,15457.24,1,2,1
33516,0,715,33296.77,1,1,4
33524,0,638,27126.16,1,1,3
33536,0,615,31552.46,1,1,4
33549,0,1410,22009.3,1,3,3
33557,0,1623,23005.95,1,4,3
33562,0,1544,38759.16,1,4,4
33571,0,1795,21459.2,1,4,3
33583,1,1242,17390.52,2,3,1
33585,0,1034,16941.55,1,2,1
33588,0,1112,29427.36,1,2,4
33591,2,671,17347.23,2,1,1
33594,0,1041,31064.09,1,2,4
33608,0,1000,23116.94,1,2,3
33611,0,1095,18486.09,1,2,2
33612,0,1025,23759.18,1,2,3
33620,0,1521,38137.14,1,4,4
33631,1,995,12613.15,2,2,1
33633,0,1953,29685.76,1,4,4
33641,0,890,27528.72,1,1,3
33650,0,944,27159.71,1,1,3
33661,0,1457,25462.8,1,3,3
33683,3,892,13783.1,3,1,1
33693,0,908,26610.18,1,1,3
33710,0,1846,18856.41,1,4,2
33714,0,1311,20215.97,1,3,2
33725,0,1330,22473.72,1,3,3
33732,0,1954,20760.0,1,4,2
33739,0,1185,41283.28,1,3,4
33744,0,964,13125.13,1,1,1
33768,0,957,30605.98,1,1,4
33783,0,825,24926.15,1,1,3
33799,0,1328,18125.77,1,3,2
33803,2,1305,35655.05,2,3,4
33814,0,1334,18447.69,1,3,2
33833,0,1486,35274.56,1,3,4
33875,0,1053,31110.72,1,2,4
33878,3,832,16980.04,3,1,1
33882,0,1233,16522.35,1,3,1
33899,0,2131,20618.85,1,4,2
33904,0,913,21837.82,1,1,3
33916,0,1610,27319.91,1,4,3
33917,0,1479,22461.53,1,3,3
33922,0,1188,17896.08,1,3,2
33923,0,1609,23418.93,1,4,3
33926,0,1014,30153.95,1,2,4
33942,0,2127,35004.39,1,4,4
33958,3,886,19072.93,3,1,2
33975,0,741,29315.6,1,1,4
33991,2,1353,30603.7,2,3,4
33997,0,992,18542.2,1,2,2
34041,0,1257,32810.41,1,3,4
34046,0,1037,34286.35,1,2,4
34054,0,912,16017.68,1,1,1
34055,0,1174,21988.81,1,3,3
34072,0,992,18685.37,1,2,2
34092,2,1122,17639.08,2,2,1
34096,0,1076,30717.54,1,2,4
34097,0,1670,20531.13,1,4,2
34107,3,578,27311.5,3,1,3
34114,0,918,11601.82,1,1,1
34123,0,1656,26326.07,1,4,3
34128,0,1545,19260.88,1,4,2
34134,0,1137,17213.82,1,2,1
34136,0,1659,26039.58,1,4,3
34142,1,669,24165.27,2,1,3
34144,0,1900,32096.81,1,4,4
34160,0,781,28385.920000000002,1,1,3
34168,1,1148,17281.61,2,2,1
34180,1,892,18224.44,2,1,2
34189,1,874,14973.0,2,1,1
34196,0,1563,16524.53,1,4,1
34218,1,986,13794.21,2,1,1
34232,0,1223,17725.94,1,3,2
34239,1,1033,16601.0,2,2,1
